,"('CV1', 'day')","('CV1', 'night')","('CV6', 'day')","('CV6', 'night')","('CV12', 'day')","('CV12', 'night')","('V_TR', 'day')","('V_TR', 'night')",1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0.5428,0.193,0.5314,0.4032,0.3289,0.1078,260085.1529,3116.219,0.1372
1,0,0,0,0,0,0,0,1,0.5769,0.1927,0.5201,0.3817,0.3593,0.1078,259882.6784,3049.6382,0.2274
2,0,0,0,0,0,0,1,0,0.5606,0.1046,0.5168,0.3768,0.3409,0.0976,291956.8072,2904.7759,0.275
3,0,0,0,0,0,0,1,1,0.6112,0.2751,0.4956,0.3788,0.3416,0.1046,249836.8167,2816.7268,0.2523
4,0,0,0,0,0,1,0,0,0.5367,0.1902,0.5264,0.4001,0.3248,0.1078,260915.5708,3097.1892,0.1329
5,0,0,0,0,0,1,0,1,0.573,0.1134,0.5179,0.3683,0.361,0.0986,287989.2365,3020.3135,0.2353
6,0,0,0,0,0,1,1,0,0.5642,0.1613,0.5198,0.3761,0.3448,0.1,270970.6429,2880.8381,0.2812
7,0,0,0,0,0,1,1,1,0.6078,0.1268,0.4919,0.3708,0.3486,0.1,282840.5845,2811.7761,0.2663
8,0,0,0,0,1,0,0,0,0.5483,0.1906,0.5313,0.4069,0.3287,0.1095,260556.4272,3096.927,0.1343
9,0,0,0,0,1,0,0,1,0.5807,0.1934,0.5208,0.3837,0.3579,0.1092,259962.2295,3048.552,0.218
10,0,0,0,0,1,0,1,0,0.5864,0.2318,0.5017,0.3381,0.3432,0.1036,262443.3507,2857.9026,0.3209
11,0,0,0,0,1,0,1,1,0.5945,0.1219,0.4842,0.3122,0.3561,0.1,285447.4254,2741.5767,0.2592
12,0,0,0,0,1,1,0,0,0.5478,0.2015,0.5298,0.4061,0.3264,0.1095,257427.1227,3102.8618,0.1352
13,0,0,0,0,1,1,0,1,0.5794,0.1212,0.5192,0.3714,0.3611,0.1004,285723.3637,3013.7527,0.2315
14,0,0,0,0,1,1,1,0,0.5704,0.1666,0.4842,0.322,0.3286,0.1011,277099.0448,2835.5229,0.2878
15,0,0,0,0,1,1,1,1,0.5987,0.142,0.4995,0.327,0.372,0.1004,281794.8811,2811.8308,0.2968
16,0,0,0,1,0,0,0,0,0.5333,0.1923,0.5225,0.3919,0.3208,0.1078,260063.8127,3092.0396,0.1341
17,0,0,0,1,0,0,0,1,0.5701,0.1934,0.5134,0.3746,0.3551,0.1081,259767.8266,3076.8923,0.2218
18,0,0,0,1,0,0,1,0,0.5574,0.1476,0.5135,0.3692,0.3409,0.0993,278343.6498,2898.4858,0.2917
19,0,0,0,1,0,0,1,1,0.609,0.1455,0.4909,0.3756,0.3397,0.1004,277177.5019,2837.6775,0.2428
20,0,0,0,1,0,1,0,0,0.5306,0.192,0.5165,0.3883,0.3182,0.1078,260597.036,3074.8811,0.1359
21,0,0,0,1,0,1,0,1,0.5882,0.1085,0.5371,0.3912,0.3782,0.0983,290002.368,3122.0898,0.2448
22,0,0,0,1,0,1,1,0,0.5616,0.1525,0.5183,0.3707,0.3466,0.1011,275690.302,2886.3936,0.3088
23,0,0,0,1,0,1,1,1,0.6237,0.1219,0.515,0.3882,0.3659,0.0986,284729.4867,2895.6929,0.3042
24,0,0,0,1,1,0,0,0,0.5444,0.1525,0.5292,0.4013,0.3277,0.1007,277173.3584,3108.3696,0.1327
25,0,0,0,1,1,0,0,1,0.5928,0.205,0.5323,0.3986,0.3672,0.1095,256357.048,3109.4575,0.2189
26,0,0,0,1,1,0,1,0,0.5792,0.1948,0.492,0.3296,0.3356,0.1018,269595.9515,2845.3584,0.3012
