,"('V_CO', 'day')","('V_CO', 'night')","('V_PE1', 'day')","('V_PE1', 'night')","('V_PE2', 'day')","('V_PE2', 'night')","('CV3', 'day')","('CV3', 'night')",1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0.8553,0.5822,0.3793,0.6089,0.6539,0.2237,167841.7013,14832.6973,0.6212
1,0,0,0,0,0,0,0,1,0.8592,0.6199,0.3782,0.614,0.6577,0.2209,153201.7971,14926.542,0.6279
2,0,0,0,0,0,0,1,0,0.8668,0.6203,0.3759,0.6288,0.6683,0.2321,151818.703,14989.2422,0.64
3,0,0,0,0,0,0,1,1,0.8626,0.6083,0.3715,0.6214,0.6654,0.2885,164417.5695,15044.8652,0.6239
4,0,0,0,0,0,1,0,0,0.8571,0.4748,0.3751,0.6125,0.6629,0.1613,204412.2112,14947.2617,0.6205
5,0,0,0,0,0,1,0,1,0.8523,0.5255,0.3714,0.6034,0.6486,0.1772,185655.9134,14948.3594,0.6191
6,0,0,0,0,0,1,1,0,0.8642,0.509,0.3679,0.6254,0.6673,0.1909,195229.2184,15115.8447,0.6339
7,0,0,0,0,0,1,1,1,0.865,0.5826,0.3702,0.6272,0.6688,0.2156,167526.4321,15122.9648,0.6371
8,0,0,0,0,1,0,0,0,0.8612,0.5199,0.3675,0.6254,0.6619,0.193,187885.8654,14963.9668,0.6296
9,0,0,0,0,1,0,0,1,0.8618,0.4741,0.3645,0.6255,0.6621,0.156,192884.1647,15110.0898,0.6295
10,0,0,0,0,1,0,1,0,0.8641,0.621,0.372,0.6331,0.6674,0.2825,157012.673,14929.4736,0.6295
11,0,0,0,0,1,0,1,1,0.8603,0.4583,0.3635,0.6252,0.6606,0.1832,204984.3928,15079.457,0.6305
12,0,0,0,0,1,1,0,0,0.8629,0.5386,0.3655,0.6321,0.6681,0.2413,185733.3673,15153.627,0.6269
13,0,0,0,0,1,1,0,1,0.8639,0.6178,0.3643,0.6306,0.664,0.2205,154845.7884,15133.8027,0.6285
14,0,0,0,0,1,1,1,0,0.8651,0.6069,0.3665,0.6346,0.6692,0.2251,158416.69,15127.7783,0.632
15,0,0,0,0,1,1,1,1,0.8633,0.6027,0.3656,0.6303,0.666,0.2177,161948.0568,15120.1328,0.625
16,0,0,0,1,0,0,0,0,0.8497,0.5534,0.3715,0.603,0.6508,0.2142,175583.0122,14968.457,0.612
17,0,0,0,1,0,0,0,1,0.8525,0.3367,0.3711,0.6114,0.6529,0.142,234575.6788,15001.5381,0.6258
18,0,0,0,1,0,0,1,0,0.8602,0.6006,0.3679,0.6223,0.6643,0.2318,162989.4009,15140.2461,0.625
19,0,0,0,1,0,0,1,1,0.8639,0.6206,0.3716,0.6275,0.6712,0.2575,154434.6791,15139.3027,0.6328
20,0,0,0,1,0,1,0,0,0.8581,0.5657,0.3754,0.6199,0.6644,0.2173,171396.5815,15001.9336,0.6346
21,0,0,0,1,0,1,0,1,0.8475,0.5185,0.3702,0.6004,0.6513,0.2022,184856.3268,14989.9531,0.6107
22,0,0,0,1,0,1,1,0,0.8634,0.6115,0.3723,0.6267,0.6693,0.2145,157160.9437,15137.8076,0.6347
23,0,0,0,1,0,1,1,1,0.8669,0.6094,0.3726,0.6365,0.6765,0.2374,160762.755,15147.2568,0.6406
24,0,0,0,1,1,0,0,0,0.8621,0.5389,0.3658,0.6327,0.6668,0.1969,178816.3209,15128.1787,0.6304
25,0,0,0,1,1,0,0,1,0.8613,0.5999,0.3647,0.6319,0.6641,0.2159,161444.3339,15139.4346,0.6324
26,0,0,0,1,1,0,1,0,0.8635,0.6298,0.3671,0.6363,0.6696,0.2684,152224.0708,15133.9756,0.6308
