,"('V_LL_1', 'day')","('V_LL_1', 'night')","('CV4', 'day')","('CV4', 'night')","('CV5', 'day')","('CV5', 'night')",1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0.9199,0.8415,0.237,0.7843,0.7963,0.6087,72048.2407,17212.2168,0.7685
1,0,0,0,0,0,1,0.9199,0.8415,0.237,0.7843,0.7963,0.6087,72049.0445,17212.207,0.7685
2,0,0,0,0,1,0,0.9189,0.8415,0.2362,0.7817,0.7947,0.6087,72049.4603,17212.4355,0.7646
3,0,0,0,0,1,1,0.9199,0.8415,0.237,0.7843,0.7963,0.6087,72049.09,17212.1992,0.7685
4,0,0,0,1,0,0,0.9264,0.8415,0.2398,0.7835,0.8023,0.6087,72038.6295,17212.8848,0.7698
5,0,0,0,1,0,1,0.9264,0.8415,0.2398,0.7835,0.8023,0.6087,72039.5147,17212.8926,0.7698
6,0,0,0,1,1,0,0.9263,0.8415,0.2398,0.7835,0.8023,0.6087,72038.6877,17212.8828,0.7698
7,0,0,0,1,1,1,0.9263,0.8415,0.2398,0.7835,0.8023,0.6087,72039.0003,17212.8926,0.7698
8,0,0,1,0,0,0,0.9364,0.8415,0.2435,0.7936,0.8121,0.6087,72048.043,17213.1699,0.8109
9,0,0,1,0,0,1,0.9364,0.8415,0.2435,0.7936,0.8121,0.6087,72049.5922,17213.1699,0.8108
10,0,0,1,0,1,0,0.9364,0.8415,0.2435,0.7936,0.8121,0.6087,72047.8432,17213.168,0.8109
11,0,0,1,0,1,1,0.9364,0.8415,0.2435,0.7936,0.8121,0.6087,72048.0142,17213.166,0.8109
12,0,0,1,1,0,0,0.9442,0.8672,0.2488,0.7955,0.8201,0.6344,61483.4872,17212.8516,0.8113
13,0,0,1,1,0,1,0.9442,0.8672,0.2488,0.7955,0.8201,0.6344,61483.4837,17212.8555,0.8113
14,0,0,1,1,1,0,0.9442,0.8672,0.2488,0.7956,0.8201,0.6344,61483.5356,17212.8535,0.8113
15,0,0,1,1,1,1,0.9442,0.8672,0.2488,0.7955,0.8201,0.6344,61483.602,17212.8535,0.8113
16,0,1,0,0,0,0,0.9264,0.8415,0.2398,0.7835,0.8023,0.6087,72041.3255,17212.7637,0.7697
17,0,1,0,0,0,1,0.9264,0.8415,0.2399,0.7834,0.8023,0.6087,72041.9543,17212.7617,0.7695
18,0,1,0,0,1,0,0.9259,0.8415,0.2393,0.7829,0.8017,0.6087,72042.6796,17213.2383,0.7688
19,0,1,0,0,1,1,0.9264,0.8415,0.2398,0.7836,0.8023,0.6087,72046.0324,17212.8789,0.7698
20,0,1,0,1,0,0,0.9259,0.8415,0.2394,0.7829,0.8016,0.6087,72041.0433,17213.2461,0.7688
21,0,1,0,1,0,1,0.9259,0.8415,0.2394,0.7829,0.8017,0.6087,72041.204,17213.1602,0.7687
22,0,1,0,1,1,0,0.9263,0.8415,0.2398,0.7835,0.8023,0.6087,72040.7981,17212.8848,0.7698
23,0,1,0,1,1,1,0.9264,0.8415,0.2398,0.7835,0.8023,0.6087,72041.0565,17212.8848,0.7698
24,0,1,1,0,0,0,0.9442,0.8672,0.2487,0.7956,0.8202,0.6344,61482.7253,17212.8848,0.8113
25,0,1,1,0,0,1,0.9442,0.8672,0.2488,0.7956,0.8201,0.6344,61482.059,17212.8516,0.8113
26,0,1,1,0,1,0,0.9442,0.8672,0.2487,0.7956,0.8201,0.6344,61482.0595,17212.8535,0.8113
27,0,1,1,0,1,1,0.9442,0.8672,0.2488,0.7956,0.8201,0.6344,61481.1123,17212.8438,0.8113
28,0,1,1,1,0,0,0.9442,0.8672,0.2488,0.7956,0.8202,0.6344,61482.758,17212.8438,0.8113
29,0,1,1,1,0,1,0.9442,0.8672,0.2488,0.7956,0.8202,0.6344,61481.4462,17212.8379,0.8113
30,0,1,1,1,1,0,0.9442,0.8672,0.2488,0.7956,0.8202,0.6344,61481.4105,17212.8555,0.8113
31,0,1,1,1,1,1,0.9442,0.8672,0.2488,0.7956,0.8201,0.6344,61481.1182,17212.8398,0.8113
32,1,0,0,0,0,0,0.9365,0.8415,0.243,0.7938,0.8122,0.6087,72047.2066,17213.2754,0.8112
33,1,0,0,0,0,1,0.9365,0.8415,0.243,0.7938,0.8122,0.6087,72047.0461,17213.2812,0.8111
34,1,0,0,0,1,0,0.936,0.8415,0.2429,0.7929,0.8115,0.6087,72048.1082,17213.5527,0.8099
35,1,0,0,0,1,1,0.936,0.8415,0.2429,0.7929,0.8115,0.6087,72048.1097,17213.5742,0.8099
36,1,0,0,1,0,0,0.9447,0.8672,0.2487,0.7964,0.8209,0.6344,61480.1561,17212.5625,0.8125
37,1,0,0,1,0,1,0.9447,0.8672,0.2487,0.7964,0.8209,0.6344,61480.155,17212.5586,0.8125
38,1,0,0,1,1,0,0.9447,0.8672,0.2491,0.7964,0.8209,0.6344,61479.9984,17212.5664,0.8125
39,1,0,0,1,1,1,0.9447,0.8672,0.2491,0.7964,0.8209,0.6344,61479.2699,17212.5527,0.8125
40,1,0,1,0,0,0,0.936,0.8415,0.2432,0.793,0.8115,0.6087,72048.4182,17213.5566,0.8099
41,1,0,1,0,0,1,0.936,0.8415,0.2431,0.7929,0.8115,0.6087,72048.4447,17213.582,0.8099
42,1,0,1,0,1,0,0.936,0.8415,0.2431,0.793,0.8115,0.6087,72048.8656,17213.5547,0.8099
43,1,0,1,0,1,1,0.936,0.8415,0.2432,0.793,0.8115,0.6087,72048.8192,17213.5488,0.81
44,1,0,1,1,0,0,0.9447,0.8672,0.2493,0.7964,0.8209,0.6344,61481.5257,17212.5625,0.8126
45,1,0,1,1,0,1,0.9447,0.8672,0.2494,0.7964,0.8209,0.6344,61481.5242,17212.5645,0.8125
46,1,0,1,1,1,0,0.9438,0.8672,0.2484,0.7951,0.8195,0.6344,61480.8005,17213.2754,0.8106
47,1,0,1,1,1,1,0.9447,0.8672,0.2494,0.7964,0.8209,0.6344,61484.8786,17212.5977,0.8126
48,1,1,0,0,0,0,0.9438,0.8672,0.2477,0.7952,0.8196,0.6344,61485.3253,17213.2598,0.8107
49,1,1,0,0,0,1,0.9447,0.8672,0.2487,0.7964,0.8209,0.6344,61485.321,17212.5508,0.8126
50,1,1,0,0,1,0,0.9438,0.8672,0.2481,0.7952,0.8196,0.6344,61485.2852,17213.2559,0.8107
51,1,1,0,0,1,1,0.9438,0.8672,0.2482,0.7952,0.8196,0.6344,61485.9273,17213.2539,0.8107
52,1,1,0,1,0,0,0.9447,0.8672,0.2488,0.7964,0.8209,0.6344,61486.7212,17212.5625,0.8125
53,1,1,0,1,0,1,0.9447,0.8672,0.2488,0.7964,0.8209,0.6344,61486.8899,17212.5469,0.8125
54,1,1,0,1,1,0,0.9447,0.8672,0.2491,0.7964,0.8209,0.6344,61480.4224,17212.5605,0.8125
55,1,1,0,1,1,1,0.9447,0.8672,0.2491,0.7964,0.8209,0.6344,61484.243,17212.5508,0.8125
56,1,1,1,0,0,0,0.9447,0.8672,0.2493,0.7964,0.8209,0.6344,61487.4842,17212.5371,0.8125
57,1,1,1,0,0,1,0.9447,0.8672,0.2494,0.7964,0.8209,0.6344,61479.3706,17212.543,0.8125
58,1,1,1,0,1,0,0.9447,0.8672,0.2493,0.7964,0.8209,0.6344,61478.813,17212.5488,0.8125
59,1,1,1,0,1,1,0.9447,0.8672,0.2494,0.7964,0.8209,0.6344,61478.8045,17212.5469,0.8125
60,1,1,1,1,0,0,0.9447,0.8672,0.2494,0.7964,0.8209,0.6344,61489.3583,17212.5391,0.8126
61,1,1,1,1,0,1,0.9447,0.8672,0.2494,0.7964,0.8209,0.6344,61479.3765,17212.541,0.8126
62,1,1,1,1,1,0,0.9447,0.8672,0.2494,0.7964,0.8209,0.6344,61479.4491,17212.5566,0.8125
63,1,1,1,1,1,1,0.9447,0.8672,0.2494,0.7964,0.8209,0.6344,61477.5999,17212.5508,0.8125
