,"('V_CO', 'day')","('V_CO', 'night')","('V_MV1', 'day')","('V_MV1', 'night')","('V_MV2', 'day')","('V_MV2', 'night')","('CV7', 'day')","('CV7', 'night')","('CV9', 'day')","('CV9', 'night')",1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0,0,0.8555,0.8116,0.197,0.7036,0.731,0.5896,85809.4903,17036.0176,0.6476
1,0,0,0,0,0,0,0,0,0,1,0.8556,0.8116,0.1971,0.7038,0.7312,0.5896,85808.8432,17036.0039,0.6478
2,0,0,0,0,0,0,0,0,1,0,0.8555,0.8116,0.1971,0.7037,0.7311,0.5896,85810.0019,17036.0156,0.6477
3,0,0,0,0,0,0,0,0,1,1,0.8555,0.8112,0.197,0.7037,0.7311,0.5896,85819.7161,17036.0117,0.6476
4,0,0,0,0,0,0,0,1,0,0,0.8724,0.8116,0.1983,0.7073,0.7438,0.5889,85815.7722,17019.6523,0.6566
5,0,0,0,0,0,0,0,1,0,1,0.8724,0.8119,0.1983,0.7074,0.7438,0.5889,85814.4276,17019.6465,0.6566
6,0,0,0,0,0,0,0,1,1,0,0.8724,0.8116,0.1983,0.7074,0.7438,0.5889,85815.7259,17019.6523,0.6567
7,0,0,0,0,0,0,0,1,1,1,0.8725,0.8116,0.1984,0.7076,0.744,0.5889,85815.1662,17019.6387,0.6569
8,0,0,0,0,0,0,1,0,0,0,0.8883,0.8077,0.1937,0.7234,0.7328,0.5773,87315.6457,16624.8047,0.7015
9,0,0,0,0,0,0,1,0,0,1,0.8883,0.808,0.1937,0.7232,0.7328,0.5773,87416.2448,16624.6914,0.7013
10,0,0,0,0,0,0,1,0,1,0,0.8885,0.808,0.1938,0.7236,0.733,0.5773,87258.8648,16641.834,0.7018
11,0,0,0,0,0,0,1,0,1,1,0.8886,0.808,0.1938,0.7235,0.733,0.5773,87274.8029,16624.6758,0.7017
12,0,0,0,0,0,0,1,1,0,0,0.9056,0.8327,0.1949,0.73,0.7463,0.5822,75096.3079,16625.4473,0.7123
13,0,0,0,0,0,0,1,1,0,1,0.9059,0.8397,0.195,0.7302,0.7464,0.5822,71869.6498,16642.5977,0.7126
14,0,0,0,0,0,0,1,1,1,0,0.9057,0.833,0.1949,0.7301,0.7464,0.5822,74905.1388,16625.4434,0.7125
15,0,0,0,0,0,0,1,1,1,1,0.9058,0.8408,0.1949,0.7301,0.7464,0.5822,71771.3075,16625.4453,0.7125
16,0,0,0,0,0,1,0,0,0,0,0.8554,0.8116,0.197,0.7035,0.731,0.5896,85809.9707,17036.0078,0.6475
17,0,0,0,0,0,1,0,0,0,1,0.8725,0.8116,0.1985,0.7074,0.7445,0.5889,85818.7588,17019.541,0.6568
18,0,0,0,0,0,1,0,0,1,0,0.8557,0.8112,0.1972,0.7039,0.7314,0.5896,85816.8573,17036.0117,0.6478
19,0,0,0,0,0,1,0,0,1,1,0.8724,0.8112,0.1984,0.7073,0.7444,0.5889,85873.6301,17002.3926,0.6567
20,0,0,0,0,0,1,0,1,0,0,0.8725,0.8116,0.1983,0.7074,0.7438,0.5889,85815.8436,17019.6484,0.6567
21,0,0,0,0,0,1,0,1,0,1,0.8726,0.8112,0.1984,0.7074,0.7444,0.5889,85854.2653,17019.5664,0.6568
22,0,0,0,0,0,1,0,1,1,0,0.8725,0.8116,0.1983,0.7074,0.7438,0.5889,85815.1808,17019.6445,0.6567
23,0,0,0,0,0,1,0,1,1,1,0.8727,0.8116,0.1985,0.7076,0.7446,0.5889,85814.7065,17019.5625,0.6571
