,"('V_LL_1', 'day')","('V_LL_1', 'night')","('CV4', 'day')","('CV4', 'night')","('CV5', 'day')","('CV5', 'night')",1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0.9257,0.8471,0.2039,0.7977,0.8078,0.6157,70561.2401,17223.6094,0.786
1,0,0,0,0,0,1,0.9257,0.8471,0.2039,0.7977,0.8078,0.6157,70561.2519,17223.5977,0.786
2,0,0,0,0,1,0,0.9258,0.8471,0.2039,0.7977,0.8078,0.6157,70561.2093,17223.6133,0.786
3,0,0,0,0,1,1,0.9257,0.8471,0.2039,0.7977,0.8078,0.6157,70561.2617,17223.5957,0.786
4,0,0,0,1,0,0,0.933,0.8471,0.207,0.799,0.8154,0.6157,70566.4192,17223.7773,0.7901
5,0,0,0,1,0,1,0.933,0.8471,0.207,0.799,0.8154,0.6157,70566.0825,17223.7656,0.7901
6,0,0,0,1,1,0,0.933,0.8471,0.207,0.799,0.8154,0.6157,70571.1292,17223.7773,0.7901
7,0,0,0,1,1,1,0.933,0.8471,0.207,0.799,0.8154,0.6157,70567.9094,17223.7754,0.7901
8,0,0,1,0,0,0,0.9444,0.8471,0.2109,0.8106,0.8267,0.6157,70548.7721,17223.3203,0.8327
9,0,0,1,0,0,1,0.9444,0.8471,0.2109,0.8106,0.8267,0.6157,70548.9307,17223.3203,0.8327
10,0,0,1,0,1,0,0.9444,0.8471,0.2109,0.8106,0.8267,0.6157,70557.4489,17223.3223,0.8327
11,0,0,1,0,1,1,0.9465,0.8471,0.2128,0.8131,0.83,0.6157,70549.9008,17221.6582,0.8365
12,0,0,1,1,0,0,0.952,0.8728,0.2151,0.8128,0.8348,0.6414,60011.7566,17223.1035,0.8342
13,0,0,1,1,0,1,0.952,0.8728,0.2151,0.8128,0.8348,0.6414,60004.0354,17223.1074,0.8342
14,0,0,1,1,1,0,0.952,0.8728,0.2151,0.8128,0.8348,0.6414,60011.4771,17223.1113,0.8342
15,0,0,1,1,1,1,0.952,0.8728,0.2151,0.8128,0.8348,0.6414,60008.6363,17223.1133,0.8342
16,0,1,0,0,0,0,0.933,0.8471,0.207,0.7987,0.8153,0.6157,70555.0356,17223.6426,0.7898
17,0,1,0,0,0,1,0.933,0.8471,0.207,0.7987,0.8153,0.6157,70555.5087,17223.6602,0.7898
18,0,1,0,0,1,0,0.933,0.8471,0.207,0.7987,0.8153,0.6157,70555.253,17223.6562,0.7898
19,0,1,0,0,1,1,0.933,0.8471,0.207,0.7987,0.8153,0.6157,70556.0777,17223.6445,0.7898
20,0,1,0,1,0,0,0.9331,0.8471,0.207,0.799,0.8154,0.6157,70555.9554,17223.7715,0.7901
21,0,1,0,1,0,1,0.9326,0.8471,0.2066,0.7981,0.8147,0.6157,70554.2115,17224.0547,0.7889
22,0,1,0,1,1,0,0.9331,0.8471,0.207,0.799,0.8154,0.6157,70555.1878,17223.7559,0.7901
23,0,1,0,1,1,1,0.9331,0.8471,0.207,0.799,0.8154,0.6157,70556.0041,17223.7559,0.7901
24,0,1,1,0,0,0,0.9515,0.8728,0.2148,0.812,0.8342,0.6414,59999.9353,17223.377,0.8331
25,0,1,1,0,0,1,0.9516,0.8728,0.2148,0.8121,0.8342,0.6414,59998.3605,17223.3867,0.8332
26,0,1,1,0,1,0,0.9516,0.8728,0.2148,0.8121,0.8342,0.6414,59996.7831,17223.377,0.8332
27,0,1,1,0,1,1,0.9515,0.8728,0.2148,0.8121,0.8341,0.6414,60000.1788,17223.3789,0.8332
28,0,1,1,1,0,0,0.9515,0.8728,0.2148,0.8121,0.8341,0.6414,59981.9182,17223.3613,0.8331
29,0,1,1,1,0,1,0.9516,0.8728,0.2148,0.8121,0.8342,0.6414,59980.93,17223.3438,0.8332
30,0,1,1,1,1,0,0.9515,0.8728,0.2148,0.8121,0.8341,0.6414,59982.892,17223.3555,0.8331
31,0,1,1,1,1,1,0.9516,0.8728,0.2148,0.8121,0.8342,0.6414,59981.0044,17223.3398,0.8332
32,1,0,0,0,0,0,0.9448,0.845,0.2109,0.8112,0.8274,0.6157,70742.2882,17223.0,0.8337
33,1,0,0,0,0,1,0.9449,0.8471,0.2109,0.8113,0.8274,0.6157,70530.7736,17223.0039,0.8338
34,1,0,0,0,1,0,0.9449,0.8471,0.2111,0.8113,0.8274,0.6157,70546.4685,17223.0293,0.8338
35,1,0,0,0,1,1,0.9444,0.8471,0.2107,0.8105,0.8267,0.6157,70548.9855,17223.3672,0.8327
36,1,0,0,1,0,0,0.9511,0.8728,0.214,0.8109,0.8336,0.6414,60004.9345,17223.8652,0.8314
37,1,0,0,1,0,1,0.9516,0.8728,0.2144,0.8116,0.834,0.6414,60004.6307,17223.2344,0.8325
38,1,0,0,1,1,0,0.9511,0.8728,0.2143,0.8109,0.8334,0.6414,60008.4773,17223.5586,0.8314
39,1,0,0,1,1,1,0.9511,0.8728,0.2143,0.8109,0.8334,0.6414,60007.9528,17223.5625,0.8314
40,1,0,1,0,0,0,0.9444,0.8471,0.2109,0.8106,0.8268,0.6157,70546.3245,17223.3438,0.8327
41,1,0,1,0,0,1,0.9444,0.8471,0.2109,0.8106,0.8268,0.6157,70549.793,17223.3379,0.8327
42,1,0,1,0,1,0,0.9444,0.8471,0.2109,0.8106,0.8268,0.6157,70537.4922,17223.3555,0.8328
43,1,0,1,0,1,1,0.9444,0.8471,0.2109,0.8106,0.8268,0.6157,70547.76,17223.3652,0.8327
44,1,0,1,1,0,0,0.9516,0.8728,0.2148,0.8121,0.8341,0.6414,60006.153,17223.3418,0.8331
45,1,0,1,1,0,1,0.9515,0.8728,0.2148,0.8121,0.8341,0.6414,60007.3221,17223.3418,0.8331
46,1,0,1,1,1,0,0.9513,0.8728,0.2145,0.8111,0.8336,0.6414,60005.0342,17223.5586,0.8317
47,1,0,1,1,1,1,0.9513,0.8728,0.2145,0.8111,0.8336,0.6414,60004.1394,17223.5703,0.8317
48,1,1,0,0,0,0,0.9516,0.8728,0.2144,0.8121,0.8342,0.6414,59996.0756,17223.3105,0.8332
49,1,1,0,0,0,1,0.9516,0.8728,0.2145,0.8121,0.8342,0.6414,59996.152,17223.3164,0.8332
50,1,1,0,0,1,0,0.9516,0.8728,0.2146,0.8121,0.8342,0.6414,59996.2574,17223.3145,0.8331
51,1,1,0,0,1,1,0.9516,0.8728,0.2147,0.8121,0.8342,0.6414,59996.2673,17223.3496,0.8331
52,1,1,0,1,0,0,0.9516,0.8728,0.2144,0.8121,0.8342,0.6414,59997.3598,17223.3105,0.8331
53,1,1,0,1,0,1,0.9516,0.8728,0.2144,0.8121,0.8342,0.6414,59995.0733,17223.3516,0.8332
54,1,1,0,1,1,0,0.9516,0.8728,0.2147,0.8121,0.8342,0.6414,59997.4655,17223.3066,0.8331
55,1,1,0,1,1,1,0.9516,0.8728,0.2147,0.8121,0.8342,0.6414,59994.2179,17223.3086,0.8331
56,1,1,1,0,0,0,0.9517,0.8728,0.2148,0.8123,0.8344,0.6414,59996.8578,17223.3516,0.8334
57,1,1,1,0,0,1,0.9516,0.8728,0.2148,0.8121,0.8342,0.6414,59996.8554,17223.3398,0.8331
58,1,1,1,0,1,0,0.9512,0.8728,0.2144,0.8117,0.8336,0.6414,59995.1201,17223.8555,0.8325
59,1,1,1,0,1,1,0.9516,0.8728,0.2148,0.8121,0.8342,0.6414,59995.1018,17223.3555,0.8331
60,1,1,1,1,0,0,0.9517,0.8728,0.2149,0.8123,0.8344,0.6414,59996.9292,17223.3418,0.8334
61,1,1,1,1,0,1,0.9516,0.8728,0.2148,0.8122,0.8342,0.6414,59996.3312,17223.375,0.8332
62,1,1,1,1,1,0,0.9516,0.8728,0.2148,0.8121,0.8342,0.6414,59996.1042,17223.3242,0.8331
