,"('V_CO', 'day')","('V_CO', 'night')","('V_PE1', 'day')","('V_PE1', 'night')","('V_PE2', 'day')","('V_PE2', 'night')","('CV3', 'day')","('CV3', 'night')",1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0.9245,0.8739,0.2163,0.7589,0.794,0.6337,60220.2552,16026.6855,0.7759
1,0,0,0,0,0,0,0,1,0.9243,0.8676,0.2113,0.7596,0.7922,0.6189,61738.2667,16150.5645,0.7773
2,0,0,0,0,0,0,1,0,0.9239,0.8679,0.2079,0.7643,0.7921,0.6196,62113.1538,16792.3281,0.7723
3,0,0,0,0,0,0,1,1,0.9238,0.8679,0.2037,0.7646,0.79,0.6196,62108.6852,16915.7793,0.7719
4,0,0,0,0,0,1,0,0,0.9251,0.869,0.2118,0.76,0.7934,0.6196,61363.8722,16149.791,0.7776
5,0,0,0,0,0,1,0,1,0.9242,0.8676,0.2111,0.7597,0.7919,0.6189,61732.875,16081.6602,0.7773
6,0,0,0,0,0,1,1,0,0.9244,0.8679,0.204,0.7649,0.791,0.6196,62110.6529,16916.2637,0.7723
7,0,0,0,0,0,1,1,1,0.9236,0.8679,0.2034,0.7646,0.7896,0.6196,62109.7304,16915.8809,0.7718
8,0,0,0,0,1,0,0,0,0.9251,0.8767,0.2079,0.7666,0.7932,0.6266,58017.9423,16689.4824,0.7754
9,0,0,0,0,1,0,0,1,0.9247,0.8764,0.2036,0.7663,0.7905,0.6266,58046.5373,16883.3887,0.7744
10,0,0,0,0,1,0,1,0,0.9242,0.8767,0.2073,0.7652,0.7925,0.6256,58287.965,16775.1895,0.7731
11,0,0,0,0,1,0,1,1,0.9233,0.8059,0.2032,0.7636,0.7892,0.5622,84722.4192,16898.6445,0.7719
12,0,0,0,0,1,1,0,0,0.9252,0.8764,0.2039,0.7663,0.7914,0.6263,58133.1936,16863.9414,0.7746
13,0,0,0,0,1,1,0,1,0.9251,0.8767,0.2038,0.7667,0.7913,0.6266,58015.6156,16898.7344,0.7747
14,0,0,0,0,1,1,1,0,0.9245,0.8767,0.2038,0.7655,0.7908,0.6256,58317.9611,16898.2559,0.7729
15,0,0,0,0,1,1,1,1,0.9236,0.8767,0.2032,0.7652,0.7894,0.6256,58313.7489,16898.7422,0.7723
16,0,0,0,1,0,0,0,0,0.9235,0.8602,0.212,0.7596,0.7924,0.6139,65023.4135,16149.5078,0.778
17,0,0,0,1,0,0,0,1,0.9225,0.8591,0.2109,0.7591,0.791,0.6139,65167.0306,16149.9277,0.7774
18,0,0,0,1,0,0,1,0,0.923,0.8619,0.2043,0.7648,0.7902,0.6168,64801.2177,16915.0957,0.7714
19,0,0,0,1,0,0,1,1,0.9223,0.8602,0.2037,0.7646,0.7894,0.6164,65459.0218,16915.5293,0.771
20,0,0,0,1,0,1,0,0,0.9232,0.8598,0.2115,0.7596,0.7921,0.6139,65068.7573,16149.7676,0.778
21,0,0,0,1,0,1,0,1,0.9227,0.8591,0.2112,0.7597,0.7914,0.6139,65136.776,16150.0605,0.7781
22,0,0,0,1,0,1,1,0,0.9226,0.8616,0.204,0.7648,0.7899,0.6164,64875.8008,16915.3535,0.7713
23,0,0,0,1,0,1,1,1,0.922,0.8616,0.2035,0.7645,0.7889,0.6164,64876.9034,16915.6562,0.7709
24,0,0,0,1,1,0,0,0,0.924,0.8704,0.2042,0.7666,0.791,0.6231,61374.5935,16846.4941,0.7741
25,0,0,0,1,1,0,0,1,0.9231,0.8704,0.2037,0.7663,0.7898,0.6228,60901.0984,16881.2324,0.7736
26,0,0,0,1,1,0,1,0,0.923,0.87,0.204,0.7654,0.7899,0.6224,61152.3665,16902.7812,0.7719
27,0,0,0,1,1,0,1,1,0.9222,0.8704,0.2034,0.7651,0.7889,0.6221,61095.6662,16898.4004,0.7715
28,0,0,0,1,1,1,0,0,0.9238,0.87,0.204,0.7661,0.7908,0.6228,61275.1439,16881.082,0.7734
29,0,0,0,1,1,1,0,1,0.9232,0.87,0.2038,0.7667,0.7904,0.6221,60799.536,16898.5234,0.774
30,0,0,0,1,1,1,1,0,0.9225,0.8704,0.2036,0.7651,0.7893,0.6221,61088.1006,16898.2344,0.7715
31,0,0,0,1,1,1,1,1,0.922,0.8704,0.2033,0.7651,0.7887,0.6221,61093.8225,16898.5273,0.7714
32,0,0,1,0,0,0,0,0,0.9199,0.869,0.2078,0.7652,0.7926,0.6277,61414.5657,16775.1719,0.7646
33,0,0,1,0,0,0,0,1,0.92,0.87,0.2038,0.7657,0.7908,0.6277,60848.4191,16898.6055,0.7645
34,0,0,1,0,0,0,1,0,0.9194,0.869,0.2074,0.7646,0.7918,0.6291,60933.4228,16775.2168,0.7633
35,0,0,1,0,0,0,1,1,0.9189,0.869,0.2029,0.7644,0.7889,0.6291,60921.7565,16898.6289,0.7623
36,0,0,1,0,0,1,0,0,0.9207,0.87,0.2042,0.7658,0.792,0.6277,60857.1085,16898.2344,0.7649
37,0,0,1,0,0,1,0,1,0.92,0.87,0.2036,0.7655,0.7907,0.6277,60855.1579,16898.7188,0.7644
38,0,0,1,0,0,1,1,0,0.9194,0.869,0.2033,0.7646,0.79,0.6291,60928.597,16898.25,0.7627
39,0,0,1,0,0,1,1,1,0.9187,0.869,0.2029,0.7644,0.7888,0.6287,61031.7416,16898.7246,0.7624
40,0,0,1,0,1,0,0,0,0.9196,0.8697,0.2075,0.765,0.7921,0.628,60952.9422,16775.1855,0.7638
41,0,0,1,0,1,0,0,1,0.9195,0.8697,0.2035,0.765,0.7901,0.628,60944.9476,16898.6289,0.7632
42,0,0,1,0,1,0,1,0,0.919,0.8707,0.2072,0.7642,0.7914,0.6305,60576.2883,16775.1992,0.7629
43,0,0,1,0,1,0,1,1,0.9187,0.8707,0.2029,0.7643,0.7891,0.6305,60477.9219,16905.4727,0.7624
44,0,0,1,0,1,1,0,0,0.9201,0.8697,0.2038,0.7655,0.7911,0.628,60968.3455,16898.2461,0.7638
45,0,0,1,0,1,1,0,1,0.9193,0.8697,0.2032,0.7653,0.7896,0.628,60949.0771,16898.7109,0.7634
46,0,0,1,0,1,1,1,0,0.9195,0.8707,0.2035,0.7647,0.7903,0.6305,60570.5368,16898.2695,0.7629
47,0,0,1,0,1,1,1,1,0.9185,0.8707,0.2028,0.7642,0.7887,0.6305,60532.9265,16902.7695,0.7622
48,0,0,1,1,0,0,0,0,0.9195,0.87,0.2046,0.7656,0.7915,0.6277,60852.1301,16863.6445,0.7638
49,0,0,1,1,0,0,0,1,0.918,0.87,0.2035,0.7653,0.7894,0.6277,60851.5536,16898.3594,0.7631
50,0,0,1,1,0,0,1,0,0.9182,0.869,0.2036,0.7649,0.7893,0.6291,60925.7002,16897.9375,0.7621
51,0,0,1,1,0,0,1,1,0.9175,0.869,0.2032,0.7644,0.7887,0.6291,60923.4485,16898.3906,0.7615
52,0,0,1,1,0,1,0,0,0.9182,0.87,0.2038,0.7654,0.7899,0.6277,60856.8407,16898.1934,0.7632
53,0,0,1,1,0,1,0,1,0.9177,0.87,0.2034,0.7652,0.7891,0.6277,60851.4607,16898.4863,0.763
54,0,0,1,1,0,1,1,0,0.918,0.869,0.2034,0.765,0.7893,0.6291,60924.3452,16898.2266,0.7622
55,0,0,1,1,0,1,1,1,0.9171,0.869,0.2028,0.7645,0.788,0.6291,60976.0571,16898.5195,0.7615
56,0,0,1,1,1,0,0,0,0.9181,0.8612,0.2037,0.7643,0.7893,0.6256,64783.4111,16897.9277,0.7616
57,0,0,1,1,1,0,0,1,0.9178,0.8697,0.2033,0.7647,0.7892,0.628,60946.4915,16898.375,0.7619
58,0,0,1,1,1,0,1,0,0.9179,0.8707,0.2036,0.7644,0.7892,0.6305,60563.601,16897.9512,0.7617
59,0,0,1,1,1,0,1,1,0.9172,0.8707,0.2029,0.7644,0.7883,0.6305,60521.6825,16901.2109,0.7614
60,0,0,1,1,1,1,0,0,0.9181,0.8662,0.2035,0.7652,0.7897,0.628,62028.8837,16898.2207,0.7625
61,0,0,1,1,1,1,0,1,0.918,0.8697,0.2031,0.7651,0.7894,0.628,60945.2916,16898.5039,0.7623
62,0,0,1,1,1,1,1,0,0.9174,0.8707,0.2032,0.7645,0.7888,0.6305,60519.6401,16902.4355,0.7616
63,0,0,1,1,1,1,1,1,0.9168,0.8707,0.2029,0.7641,0.7879,0.6305,60537.2183,16898.5293,0.7612
64,0,1,0,0,0,0,0,0,0.9409,0.8824,0.2267,0.783,0.8215,0.6449,56400.8272,16744.4707,0.8075
65,0,1,0,0,0,0,0,1,0.9415,0.8683,0.2221,0.7852,0.8208,0.6287,61393.8006,16900.4473,0.8105
66,0,1,0,0,0,0,1,0,0.9411,0.8767,0.2181,0.7881,0.8196,0.6312,58114.8058,17079.584,0.8044
67,0,1,0,0,0,0,1,1,0.9407,0.8767,0.2139,0.7876,0.8175,0.6319,58122.8381,17201.8574,0.8031
68,0,1,0,0,0,1,0,0,0.9419,0.8774,0.2236,0.7857,0.8234,0.6312,57569.187,16916.5215,0.8109
