,"('CV1', 'day')","('CV1', 'night')","('CV6', 'day')","('CV6', 'night')","('CV12', 'day')","('CV12', 'night')","('V_TR', 'day')","('V_TR', 'night')",1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0.9663,0.7323,0.2537,0.8514,0.873,0.3093,99004.0762,14767.3125,0.8805
1,0,0,0,0,0,0,0,1,0.9654,0.7327,0.2555,0.85,0.8715,0.3079,99282.7661,14652.7383,0.8794
2,0,0,0,0,0,0,1,0,0.9621,0.7446,0.2585,0.8342,0.8702,0.3198,96277.9349,14485.2031,0.8644
3,0,0,0,0,0,0,1,1,0.9587,0.7482,0.2548,0.8266,0.8633,0.3205,95359.4355,14466.3184,0.8553
4,0,0,0,0,0,1,0,0,0.965,0.7312,0.2439,0.8479,0.8672,0.3054,99799.1989,15171.8594,0.8757
5,0,0,0,0,0,1,0,1,0.9586,0.7319,0.23,0.8355,0.8503,0.3061,99389.6514,15215.1484,0.8596
6,0,0,0,0,0,1,1,0,0.9604,0.7492,0.2464,0.8333,0.8639,0.3212,94911.4459,14951.4062,0.8616
7,0,0,0,0,0,1,1,1,0.9566,0.7453,0.2363,0.8274,0.8522,0.3202,95893.8701,14976.668,0.854
8,0,0,0,0,1,0,0,0,0.9654,0.8225,0.2493,0.8493,0.8697,0.4058,77560.0594,14898.0137,0.8758
9,0,0,0,0,1,0,0,1,0.9631,0.8225,0.2502,0.845,0.8662,0.4058,77693.2351,14758.8867,0.8707
10,0,0,0,0,1,0,1,0,0.9575,0.8207,0.2419,0.8211,0.8552,0.4079,78464.0385,14856.6152,0.8456
11,0,0,0,0,1,0,1,1,0.9535,0.8207,0.24,0.8166,0.8492,0.4079,78456.101,14738.5176,0.8395
12,0,0,0,0,1,1,0,0,0.9636,0.8605,0.2398,0.8443,0.8638,0.6287,63614.4782,15293.918,0.8686
13,0,0,0,0,1,1,0,1,0.96,0.8612,0.2302,0.8398,0.8523,0.6291,63572.0394,15308.3203,0.8634
