element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb
L1975,pipe,0.4,196.48350000000028,8.92897511883913,0.9129618913433637,0.6512856639661853,0.3625719563505966,0.7259502256483477,0.7422261045136618,0.2856639661852765,145323.73264275555,16818.646484375,0.7448948153947743,,0.07102488116087002,0.0003614801301934764
L1803,pipe,0.45,303.68550000000005,8.960101296114072,0.9125383686408696,0.6512856639661853,0.3626427521966542,0.7230922806989336,0.7421478471628172,0.28495949277914756,145337.1001256794,16807.66015625,0.7408685461217547,,0.0398987038859282,0.00013138165597609432
Leak_532,leak,,3431.6161439977905,8.833724548469647,0.9070137036850668,0.6748855230715041,0.3603799955534355,0.7210183554352119,0.735661450208826,0.3733709052483269,135115.41651525808,16830.388671875,0.7384711986935768,350.00000000000006,0.16627545153035328,4.845397752927122e-05
Leak_530,leak,,3747.060331281895,8.822399239752736,0.9080452540297557,0.6748855230715041,0.3630334803882334,0.7234215790320797,0.7374647239135175,0.37301866854526244,135188.69582751777,16830.375,0.7419308084515468,350.00000000000006,0.17760076024726423,4.7397358074164185e-05
Leak_732,leak,,2543.153502379964,8.895380228442951,0.9116347137657458,0.6699542092286016,0.3669767806696763,0.7264861392542014,0.7417916792465489,0.28883409651285663,137727.85432163544,16842.701171875,0.7467604649829545,125.0,0.10461977155704894,4.113781234956617e-05
Leak_542,leak,,2491.9131344600123,8.900840563822738,0.8553502239219041,0.571327932370553,0.4977427627708938,0.6131179327691471,0.581967891947198,0.16836914406481154,164264.5693716784,16763.404296875,0.6088453969090541,75.0,0.09915943617726164,3.9792493087343954e-05
Leak_1143,leak,,2385.704876775081,8.905344422219118,0.8495928311444338,0.5896442409299049,0.49378816961874816,0.6054517512650428,0.5802195503950083,0.17330045790771398,157977.05701908944,16768.40625,0.5975606225241252,75.0,0.09465557778088218,3.967614716403419e-05
Leak_1822,leak,,3747.5350659803207,8.852309621376929,0.9003715258558513,0.6713631560408595,0.38538346811485746,0.7026040418531059,0.7126949881749107,0.3392039450510743,136566.70396067237,16828.9375,0.7088094137214673,350.00000000000006,0.14769037862307144,3.941000578321126e-05
Leak_3397,leak,,1571.6754910930345,8.938509155401867,0.8524295945923279,0.5716801690736175,0.4934373924939116,0.6112017508570649,0.5797927254734229,0.16872138076787602,164198.81553034377,16772.271484375,0.6056089030743276,60.0,0.06149084459813281,3.912438982895159e-05
L765,pipe,0.05,1074.7455,8.957968548718991,0.851182089602308,0.5716801690736175,0.49492522796393945,0.6087002242427626,0.5804577819151613,0.16872138076787602,164205.81515935608,16771.412109375,0.603037973115359,,0.042031451281008714,3.9108283106101596e-05
