element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb
L1975,pipe,0.075,9.877896000000007,8.979465704901873,0.8710729800902397,0.5871785840084537,0.4275197432301543,0.6523610788712518,0.6377452552877438,0.1785840084536809,159501.51620679535,16662.072265625,0.658268026726575,,0.020534295098126876,0.0020788126437175348
Leak_188,leak,,573.2709684086244,8.767121242454252,0.8805288582498868,0.6079605494892568,0.4367699136651762,0.6630667136265858,0.6547034607256076,0.18316308559351885,152577.15727878798,16644.099609375,0.6745496436257785,100.0,0.23287875754574827,0.0004062280673172927
L163,pipe,0.063,572.609854,8.913044894441814,0.8521276774182727,0.5727368791828108,0.49264836205972756,0.6129628175414094,0.5833950795887217,0.16942585417400494,164053.13710125614,16769.34375,0.6093701052621936,,0.08695510555818586,0.00015185750812836318
L565,pipe,0.1,155.961,8.97689486626536,0.8504042335497073,0.5716801690736175,0.492732880533698,0.6075145489403291,0.5777043601871886,0.16872138076787602,164208.83133234672,16773.333984375,0.6005537386047904,,0.023105133734640404,0.0001481468683493976
L2727,pipe,0.075,1226.7037500000001,8.820024696665076,0.8531466478807092,0.5896442409299049,0.4972171754754217,0.6139348878799069,0.5835373370905248,0.17330045790771398,157986.57684652443,16769.01171875,0.6106518739780372,,0.17997530333492406,0.00014671456195917233
L1153,pipe,0.075,1153.9127500000002,8.83265834654255,0.8534506617018065,0.5899964776329694,0.49840770574650545,0.6105855955959106,0.5841419052651,0.17435716801690737,157656.84878812637,16771.396484375,0.6059882816177611,,0.16734165345745033,0.00014502106286411195
L1425,pipe,0.075,119.71050000000001,8.983010265571998,0.8498842650832789,0.5716801690736175,0.4942796214511899,0.6061389777066061,0.5800977876180412,0.16872138076787602,164207.2630289944,16769.4765625,0.5993323140801852,,0.016989734428001668,0.00014192351070291801
L3073,pipe,0.075,201.49075000000002,8.971695443617913,0.8505530954896929,0.5716801690736175,0.49484970886330776,0.6070714584339868,0.5806229452858988,0.16836914406481154,164224.42673263262,16770.4609375,0.6007153499742441,,0.028304556382087398,0.000140475711078982
L2451,pipe,0.45,269.05,8.963469581246542,0.851056290779785,0.5716801690736175,0.4943000397435288,0.6084425562653237,0.5794972030728459,0.16836914406481154,164227.0064937676,16772.380859375,0.6023902663130591,,0.03653041875345764,0.00013577557611394773
L2433,pipe,0.075,126.7265,8.983212875222419,0.8498821684362368,0.5716801690736175,0.49423030653737,0.6061365173352937,0.5801004084268437,0.16836914406481154,164273.13231614386,16769.46875,0.5993325900711888,,0.01678712477758104,0.00013246735905734824
Leak_1062,leak,,546.8242694484304,8.928466016036984,0.8478589040406582,0.5734413525889398,0.4864956656251914,0.6130412139182255,0.5733372540633019,0.1704825642831983,164135.26252264204,16775.3359375,0.6092507098526272,75.0,0.07153398396301647,0.00013081713442450392
Leak_204,leak,,1146.6274325824077,8.850472113491904,0.8514714268941109,0.5896442409299049,0.49008879793388266,0.6122552371189893,0.5767942057062346,0.17365269461077845,157984.91332383367,16775.576171875,0.6070866318716227,90.0,0.14952788650809623,0.00013040668857131125
L1765,pipe,0.125,1209.47125,8.84404183913249,0.853261963468022,0.5818950334624868,0.4932624109249201,0.6178635416904319,0.5795536028782771,0.17259598450158506,161472.6508834522,16763.638671875,0.6165232795259108,,0.15595816086750958,0.00012894738991729615
Leak_2243,leak,,1464.0474314388375,8.812144772977454,0.8531361646454989,0.5910531877421628,0.4930773658786684,0.615838879770487,0.5802174013317902,0.17330045790771398,157734.88859104319,16773.40234375,0.6132009147483051,110.0,0.18785522702254553,0.00012831225477300627
L107,pipe,0.05,308.6905,8.960862610829146,0.8516139988929704,0.5716801690736175,0.49377807571361576,0.6087443990913253,0.5788054143813214,0.16872138076787602,164187.62165545492,16773.326171875,0.6022046776267278,,0.039137389170853965,0.00012678520774320545
L1545,pipe,0.1,303.831,8.962101373474315,0.8511443499555511,0.5716801690736175,0.4942862275042693,0.6085407474476985,0.5795138714168302,0.16872138076787602,164170.35836387065,16772.400390625,0.602450908454604,,0.037898626525684875,0.00012473587792452011
L2431,pipe,0.075,163.122,8.979927285718228,0.8501400560224089,0.5716801690736175,0.4931398339020549,0.6070593802475444,0.5787376926818631,0.16872138076787602,164171.41412110714,16771.41015625,0.6002095733928832,,0.020072714281772264,0.00012305338508461313
L436,pipe,0.063,345.36817399999995,8.958139809913149,0.851182089602308,0.5716801690736175,0.49489971227292484,0.6087017899335977,0.5804601930592597,0.16836914406481154,164245.05852327636,16771.455078125,0.603045107298586,,0.041860190086850935,0.00012120453833957191
Leak_2147,leak,,750.5603268011662,8.911013592931253,0.8526161961790705,0.5716801690736175,0.49389830571902965,0.6146039970418066,0.580691610476526,0.16872138076787602,164205.29992893885,16771.6171875,0.6118789071289481,63.0,0.08898640706874694,0.00011855996632276126
L2291,pipe,0.075,1149.3085,8.864135994584254,0.8509179120750097,0.5896442409299049,0.4946800082364189,0.6103775264674275,0.5805080490279945,0.17330045790771398,158045.5803298504,16770.32421875,0.6055379654277554,,0.13586400541574584,0.00011821369581426207
L52,pipe,0.2,560.4520000000001,8.934087195444592,0.8540230463442862,0.5716801690736175,0.4972703292510862,0.6094648405456052,0.581670272899579,0.16836914406481154,164270.26155130356,16762.201171875,0.6029788721790459,,0.06591280455540804,0.00011760651145041507
L35,pipe,0.05,146.7545,8.982866003763826,0.8499031349066573,0.5716801690736175,0.4918373133578171,0.606899008772003,0.5768516014190107,0.16836914406481154,164250.15525603812,16773.33984375,0.5994567105571591,,0.017133996236173843,0.00011675278261432421
L2801,pipe,0.125,197.3925,8.977013727639223,0.850389557020413,0.5716801690736175,0.49272548190966103,0.607512312239136,0.5776952397725558,0.16872138076787602,164211.4366865444,16773.330078125,0.6005477446807959,,0.022986272360776994,0.00011644957311335027
L339,pipe,0.1,237.429,8.972554231117938,0.8506516379006692,0.5716801690736175,0.49412315685255065,0.6073813533842832,0.5789771297740653,0.16872138076787602,164231.58504755993,16772.884765625,0.6014024334387822,,0.027445768882062183,0.00011559568916207449
L615,pipe,0.075,121.026,8.986236764179042,0.8501526359046613,0.5716801690736175,0.4929008035462175,0.6063510169797068,0.5777779524983646,0.16836914406481154,164225.25402351283,16773.33984375,0.5988261157123939,,0.013763235820958286,0.00011372131460147643
Leak_243,leak,,1009.5011185943569,8.887456638659028,0.849477515557121,0.5892920042268405,0.48858704683649823,0.6082276651982019,0.5750375299820527,0.17365269461077845,158023.44928652258,16774.830078125,0.6008230988918264,75.0,0.11254336134097187,0.00011148413733080235
Leak_1867,leak,,1107.8039743541894,8.877759281579296,0.8497857226723025,0.5892920042268405,0.4867845154411942,0.6089936794392902,0.5744546621043627,0.17330045790771398,158011.58215542353,16776.359375,0.6017935557434065,63.0,0.12224071842070394,0.00011034508022230734
L1963,pipe,0.125,856.7824999999999,8.905892747399397,0.8495550914976769,0.5896442409299049,0.49440454705501136,0.6054887127522579,0.5802848085341921,0.17330045790771398,157997.0640977337,16769.306640625,0.5974112965477194,,0.09410725260060282,0.00010983797241493941
Leak_3310,leak,,1628.3328048913252,8.826166063677658,0.8522555728878378,0.5896442409299049,0.49343763915919864,0.6149234538897033,0.5812659345175196,0.17330045790771398,157998.6248953677,16770.392578125,0.6117871620244777,63.0,0.17383393632234245,0.00010675577854856527
L244,pipe,0.063,45.644234,8.995203913262312,0.8491672117948976,0.5716801690736175,0.4940909795247508,0.6044455712333512,0.5802018861436791,0.16872138076787602,164237.2001590616,16768.517578125,0.5969003449904149,,0.0047960867376879435,0.00010507541297960973
Leak_2408,leak,,1148.5650584777782,8.879407799010373,0.8551992653348764,0.5716801690736175,0.49694597591869594,0.6154949869620563,0.5838993232023348,0.16907361747094046,164129.19694922003,16761.447265625,0.6131322302116732,32.0,0.12059220098962697,0.00010499379212306076
L116,pipe,0.125,2037.2462500000001,8.78895748363022,0.8796252033747631,0.6079605494892568,0.4354551364433126,0.6612161788945194,0.6526429284288566,0.1835153222965833,152577.81938247947,16645.24609375,0.6725096613879358,,0.21104251636977978,0.00010359205047979829
L1146,pipe,0.05,352.6645,8.963621122175704,0.8512953085425787,0.5716801690736175,0.4962057873766195,0.6069728199113735,0.5825409055837903,0.16836914406481154,164215.23776089965,16768.244140625,0.6001746881367467,,0.03637887782429594,0.00010315435158428462
L3120,pipe,0.05,37.1685,8.996231884822828,0.8484983813884835,0.5716801690736175,0.49119305517025896,0.6036888952197439,0.5764946996762776,0.16836914406481154,164301.8756399002,16771.3984375,0.5947124022587391,,0.0037681151771717936,0.000101379264085766
L377,pipe,0.05,663.1,8.934910359269065,0.8534443717606803,0.571327932370553,0.49573927279800034,0.6105897334931177,0.579708912007917,0.16836914406481154,164224.9769925119,16764.34375,0.6049418666832003,,0.06508964073093537,9.81596150368502e-05
Leak_1703,leak,,1953.7927445415235,8.808638735606516,0.8533646991730824,0.5896442409299049,0.4942656228510598,0.6163494068177997,0.5812711761351247,0.17330045790771398,157881.70539623764,16771.57421875,0.6141607163519762,250.0,0.19136126439348367,9.794348194203601e-05
L1156,pipe,0.1,838.674,8.918544512522903,0.8448690853586944,0.584360690383938,0.4787911870211516,0.6054078560041293,0.5674466193663094,0.17189151109545614,161332.97904850618,16943.220703125,0.5880075927715351,,0.08145548747709697,9.712413581093127e-05
L1016,pipe,0.05,238.1925,8.97692772944078,0.8504126201378756,0.5716801690736175,0.4927317742815739,0.6075205880335504,0.5777050415974773,0.16836914406481154,164226.86154962145,16773.3359375,0.6005552266828225,,0.023072270559220343,9.686396741803518e-05
L165,pipe,0.05,780.364,8.92551948951118,0.8542306144014492,0.571327932370553,0.49582747085678786,0.6112337356841254,0.579974871685201,0.16907361747094046,164172.06341054942,16764.3359375,0.605410395021548,,0.07448051048882043,9.544329375627325e-05
Leak_763,leak,,675.6386758587036,8.935651943037026,0.8533688924671665,0.5716801690736175,0.49598884159378964,0.6092778523258666,0.5827668717187474,0.16872138076787602,164186.21766183246,16761.388671875,0.6030943431470063,90.0,0.06434805696297374,9.524033964040103e-05
Leak_525,leak,,1172.9595706288544,8.889006479770899,0.8415857360908435,0.5896442409299049,0.4805166149616384,0.5961377919920219,0.568569006944095,0.17330045790771398,157977.27145921942,16774.119140625,0.5811689674552796,110.0,0.11099352022910125,9.462689338013135e-05
L639,pipe,0.063,1570.906062,8.852629219341653,0.8512324091313171,0.5896442409299049,0.49588467391020535,0.610867531781294,0.582404518693705,0.17365269461077845,158043.60850962918,16768.384765625,0.6067996338473276,,0.1473707806583473,9.381259912557858e-05
L380,pipe,0.05,1209.8084999999999,8.88778117644582,0.8510730639561214,0.5896442409299049,0.4942075202345348,0.6071046734467035,0.5792413597175398,0.17330045790771398,157998.2450755347,16772.19921875,0.6000502637050635,,0.11221882355417989,9.275750960104835e-05
Leak_1273,leak,,439.1842116324268,8.960222553323685,0.849309783793757,0.571327932370553,0.4910793221205035,0.6099808475108409,0.5787210243378789,0.16872138076787602,164181.99318245024,16771.779296875,0.6054996019560152,110.0,0.039777446676314554,9.057121276847288e-05
Leak_790,leak,,810.7223013408286,8.926944119076351,0.8525029772387998,0.5685100387460373,0.493609485934465,0.6109600752931562,0.5842114091145441,0.16907361747094046,166247.8813816281,16769.20703125,0.6059712372504993,60.0,0.07305588092364879,9.011208992625948e-05
Leak_435,leak,,872.4375836317125,8.921754763420953,0.8529411764705882,0.5720324057766819,0.49389767270182017,0.6120358167319515,0.5822140383099348,0.16907361747094046,164127.24237114264,16771.076171875,0.607142133473781,32.0,0.07824523657904692,8.968577013078e-05
Leak_320,leak,,878.5604041923006,8.921289243727012,0.8517607641859138,0.571327932370553,0.49189344334243307,0.6139421571587843,0.5792543065130243,0.16907361747094046,164173.93224371714,16773.564453125,0.6108817896061706,90.0,0.07871075627298829,8.959060287419916e-05
L2838,pipe,0.075,112.6945,8.990154952562301,0.8489806102081551,0.5716801690736175,0.4929629247548715,0.6059107223498558,0.5788904334188766,0.16872138076787602,164247.8046303686,16769.53125,0.5990574766391643,,0.00984504743769854,8.73604961883547e-05
L2292,pipe,0.075,103.26675,8.991015931929596,0.8493580066757241,0.5716801690736175,0.49095894716780525,0.6058782901825566,0.5759844282024187,0.16836914406481154,164222.84715584439,16773.337890625,0.5977192798217524,,0.008984068070404305,8.699865223224615e-05
L422,pipe,0.125,291.84375,8.974680165376771,0.850267951491974,0.5716801690736175,0.49379499078178524,0.6072911024911438,0.5796928202418692,0.16872138076787602,164177.91216198262,16770.45703125,0.6008262788421384,,0.025319834623228843,8.675818695184955e-05
Leak_1638,leak,,848.3147072227878,8.926724166309423,0.8517859239504185,0.5716801690736175,0.4938232986015341,0.6128234151395527,0.5805043274794948,0.16872138076787602,164188.9878118872,16770.890625,0.6097118672652444,63.0,0.07327583369057677,8.637812484763721e-05
L2865,pipe,0.1,705.312,8.939507006137003,0.8515364229524145,0.5716801690736175,0.49525608725373427,0.6111920771244049,0.5800574271624818,0.16836914406481154,164272.725456525,16772.58984375,0.6074519720599354,,0.060492993862997224,8.576770828087035e-05
L1152,pipe,0.075,1549.2205000000001,8.87023949397251,0.8507187306060149,0.5899964776329694,0.49533190966798274,0.6085408592827581,0.5811973741592446,0.17470940471997182,157473.72563093682,16771.96875,0.6024332513794343,,0.12976050602748934,8.375857796065139e-05
L65,pipe,0.063,504.82914600000004,8.957787054914487,0.8511904761904762,0.5716801690736175,0.4948945237359548,0.6087145950479279,0.5804828368473137,0.16836914406481154,164213.53919140584,16771.294921875,0.6030664963815595,,0.0422129450855131,8.36182804023623e-05
L118,pipe,0.05,505.00299999999993,8.957949803359579,0.8512030560727285,0.5716801690736175,0.49493577427026153,0.6087536254837466,0.5804773855650045,0.16836914406481154,164245.55685883033,16771.392578125,0.6029960699567412,,0.04205019664042098,8.326722146288434e-05
L1030,pipe,0.1,2809.251,8.768124309303152,0.8554886026266794,0.5892920042268405,0.49180292868714676,0.6205343865850477,0.5808674143310019,0.1740049313138429,157955.64465464716,16775.890625,0.6200738707632273,,0.23187569069684777,8.254004028007742e-05
L3144,pipe,0.05,47.9875,8.996039177754417,0.8493538133816401,0.5716801690736175,0.49336284314769385,0.6049577758065586,0.5792345980308291,0.16836914406481154,164261.34894194116,16769.48046875,0.5973993851566248,,0.003960822245582918,8.25386245497873e-05
L2447,pipe,0.1,2104.2180000000003,8.831542670202516,0.8525658766500612,0.5896442409299049,0.49726495126250875,0.6126835094799278,0.5837044398597763,0.17330045790771398,157995.81026359714,16768.017578125,0.6086794045242806,,0.16845732979748362,8.005697593950988e-05
Leak_3128,leak,,1026.5717598236665,8.9187880723991,0.8519913953605395,0.5720324057766819,0.49355195354225584,0.6127348976898379,0.581412542561935,0.16977809087706938,163875.6414632824,16767.0546875,0.6098778825379417,32.0,0.08121192760090068,7.910983993447316e-05
L828,pipe,0.063,735.0092960000001,8.942232289829198,0.8515804525402976,0.5716801690736175,0.49338420913827136,0.6115030345077681,0.5793487604622687,0.16872138076787602,164168.4573634984,16771.373046875,0.6064232459553793,,0.05776771017080229,7.85945300082331e-05
Leak_762,leak,,2149.4153637365066,8.831474137498207,0.8526455492376591,0.5896442409299049,0.4965964222841675,0.6127261745551851,0.5833915152887502,0.17330045790771398,158005.4418331993,16768.943359375,0.6087951895208573,90.0,0.16852586250179336,7.840544240310579e-05
Leak_176,leak,,2427.354200072788,8.81016680315891,0.8534380818195542,0.5899964776329694,0.49692927887746,0.6151269377807406,0.5835043148996125,0.17330045790771398,157980.82924949226,16768.994140625,0.6123148855513694,63.0,0.18983319684108935,7.820580813273848e-05
Leak_2392,leak,,904.6195526053209,8.9298354788432,0.8516517385397273,0.5716801690736175,0.4941606962445344,0.6126379366931194,0.5806807603280834,0.16836914406481154,164220.0130194373,16770.728515625,0.6089097629684135,90.0,0.07016452115679961,7.756246363979698e-05
Leak_1972,leak,,2534.705137279088,8.803661009131774,0.8538028984048709,0.5896442409299049,0.4986447657361938,0.6150020739366389,0.5853618393465171,0.17330045790771398,158058.18501331567,16767.92578125,0.6128083366520755,110.0,0.1963389908682256,7.746028837065767e-05
L1777,pipe,0.05,52.524499999999996,8.995962849285707,0.84909802244251,0.5716801690736175,0.4911054603285297,0.6046980388805162,0.5760447592210537,0.16836914406481154,164223.41259163673,16773.3359375,0.5959684440102704,,0.004037150714292892,7.686223979843486e-05
Leak_623,leak,,2006.4516351712014,8.846812570176825,0.851972525537161,0.5896442409299049,0.495233120176402,0.6118431249241707,0.5816676520907764,0.17330045790771398,157994.28276265837,16769.14453125,0.6069399815213805,110.0,0.15318742982317524,7.634743202275316e-05
Leak_742,leak,,2280.6661706722,8.827552777485534,0.8541173954611785,0.5892920042268405,0.49763874138585595,0.6123641644670906,0.5829354945571043,0.17330045790771398,157999.8956090451,16760.193359375,0.6073482146290379,75.0,0.17244722251446554,7.561265420253886e-05
Leak_1850,leak,,979.8730560478615,8.926045276300066,0.8501463459635351,0.5716801690736175,0.4870942757657859,0.6142135808485604,0.5771941411295057,0.16836914406481154,164243.23527031887,16773.189453125,0.6103706423260427,110.0,0.07395472369993428,7.547378024477692e-05
L453,pipe,0.05,110.45849999999999,8.991747081550548,0.8496892769083682,0.5716801690736175,0.49200420541238477,0.6057850756603365,0.5769494624196985,0.16836914406481154,164227.34016064054,16773.326171875,0.5976948209621243,,0.008252918449452196,7.471510521555332e-05
L761,pipe,0.063,1821.4596040000001,8.864312815658097,0.8506537345477113,0.5896442409299049,0.49641648332619476,0.6092628664278732,0.5831464172495345,0.17330045790771398,158045.8102213234,16766.662109375,0.6047018315069587,,0.13568718434190252,7.449365555180466e-05
Leak_707,leak,,2424.418469414558,8.82206507502951,0.8530481054697328,0.5896442409299049,0.4978152942501369,0.6131788828766576,0.5846185255539341,0.17330045790771398,158050.2280656045,16767.921875,0.6099610585950166,110.0,0.17793492497049002,7.339282686353122e-05
L1525,pipe,0.125,1683.1425000000002,8.876955692490373,0.8499010382596153,0.5896442409299049,0.4916118572397344,0.6101073329633077,0.5770242603029235,0.17330045790771398,157985.44276157557,16772.705078125,0.604223716035007,,0.1230443075096268,7.310391574666244e-05
Leak_114,leak,,1621.2836505913865,8.881731639033575,0.8540943323437159,0.5716801690736175,0.4959408604231106,0.6164989302925548,0.5836427460205639,0.16872138076787602,164177.78887304623,16769.39453125,0.6148557827419311,75.0,0.11826836096642523,7.294735928736785e-05
L2834,pipe,0.075,1208.506,8.913427974955768,0.8547967091028028,0.5716801690736175,0.49696244168604436,0.6120968786745217,0.581086356698368,0.16872138076787602,164245.50579159457,16763.396484375,0.6071372336557415,,0.08657202504423189,7.163557735272467e-05
Leak_1647,leak,,2089.842426173114,8.850602127733131,0.8519599456549086,0.5899964776329694,0.4944429593652567,0.6114679182990372,0.5806641968164511,0.17330045790771398,157938.32713629957,16770.53515625,0.6063525254922368,63.0,0.14939787226686896,7.148762528495699e-05
L2847,pipe,0.125,824.945,8.941633272963582,0.8525742632382294,0.5716801690736175,0.49561095305529684,0.6101503335437439,0.5803915278686325,0.16836914406481154,164246.7570466596,16773.150390625,0.6045597460864793,,0.0583667270364181,7.07522647405804e-05
Leak_769,leak,,2409.260101331328,8.832241442933876,0.8526057129438602,0.5896442409299049,0.4966588154123414,0.6126618134783552,0.583319652711384,0.17330045790771398,157996.41813602572,16768.943359375,0.6087047312258747,40.0,0.16775855706612397,6.963073724311569e-05
Leak_1932,leak,,2429.362538607198,8.831199262620501,0.8527105452959627,0.5896442409299049,0.49816385633295407,0.6117591367943718,0.5846851465136953,0.17330045790771398,157990.16477726572,16768.54296875,0.6084349071554209,110.0,0.16880073737949886,6.94835516300814e-05
Leak_38,leak,,643.8917912874151,8.95598067479918,0.8385539844680387,0.5716801690736175,0.4718388267260069,0.5992067696989998,0.5605494892567806,0.16907361747094046,164182.2591763254,16767.517578125,0.5854868676726774,75.0,0.04401932520081964,6.836447644845134e-05
Leak_2405,leak,,2250.9605227435386,8.846791865189116,0.8522660561230481,0.5899964776329694,0.4929045266100877,0.6127837136933761,0.5786785672352773,0.17330045790771398,157925.37853495913,16773.662109375,0.6074938921933436,75.0,0.15320813481088358,6.806344814263952e-05
Leak_486,leak,,2004.9383849575477,8.864422953878954,0.8506516379006692,0.5896442409299049,0.49576330313111255,0.6092657741394242,0.5831406514701689,0.17330045790771398,158061.86954384844,16766.646484375,0.6047046323892171,110.0,0.13557704612104615,6.762155243185533e-05
Leak_1914,leak,,2423.1833317293504,8.837073022024104,0.8530543954108589,0.5896442409299049,0.497035183633016,0.6114246381309518,0.583046616850333,0.17330045790771398,157991.8963783358,16770.4453125,0.6071039340825921,110.0,0.1629269779758964,6.723675251579933e-05
Leak_773,leak,,2141.9042212099403,8.857637572554633,0.8530187524111441,0.5896442409299049,0.49493156575716546,0.6097735053102455,0.5800044344084939,0.17330045790771398,157991.6884763405,16762.412109375,0.6033082229792394,63.0,0.14236242744536654,6.646535640372726e-05
L1466,pipe,0.15,2971.4500000000003,8.804170212927415,0.8542012613428605,0.5896442409299049,0.49646883105550826,0.6161543664737661,0.5815318417786276,0.17330045790771398,157999.25342877244,16773.77734375,0.6139606716082191,,0.1958297870725847,6.590377999716794e-05
Leak_2651,leak,,1298.4958671651232,8.914494817227087,0.8798558345493886,0.5871785840084537,0.4402403843225094,0.6571434256096325,0.653573839715527,0.1785840084536809,159495.70775262016,16656.771484375,0.6671837527037696,150.0,0.08550518277291275,6.584940694465798e-05
