element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb,iter
L300,pipe,0.05,58.632,8.892805873742075,0.8497207266139989,0.5896442409299049,0.4923978807553198,0.6078639775842127,0.5773515993223637,0.17330045790771398,158041.43628139258,16772.5546875,0.6013857507784655,,0.1071941262579248,0.001828252937950689,1
L788,pipe,0.063,76.008424,8.874463236203345,0.8504189100790016,0.5896442409299049,0.4937348414495463,0.6096674856736952,0.5795770853251481,0.17330045790771398,158035.17170670367,16770.314453125,0.6042993183143714,,0.12553676379665468,0.001651616454995234,1
L302,pipe,0.075,93.61975000000001,8.851140983626044,0.8519997819487076,0.5896442409299049,0.4965978757135956,0.6104530710502226,0.5826891385296633,0.17330045790771398,157992.10544009262,16769.236328125,0.6055607667808902,,0.14885901637395627,0.0015900386016193832,1
L713,pipe,0.063,45.252438,8.934355337253646,0.853471628172227,0.571327932370553,0.4957511834056472,0.610647552218958,0.5797220684681058,0.16836914406481154,164220.10912995494,16764.34375,0.6050091220035214,,0.0656446627463545,0.00145063262108341,1
L1258,pipe,0.075,98.44325,8.85786905799425,0.8432357973129372,0.5892920042268405,0.48006726554665163,0.609684931943001,0.5699020551334306,0.17365269461077845,157974.56412491685,16762.056640625,0.6040767565843719,,0.14213094200574972,0.0014437855516325367,1
L2198,pipe,0.063,114.208534,8.858648125771813,0.8510814505442895,0.5896442409299049,0.49528629056161794,0.610632734073554,0.581405466378168,0.17330045790771398,158047.86225472792,16769.34765625,0.6061763490777531,,0.14135187422818696,0.001237664728523588,1
L2437,pipe,0.075,97.12775,8.887977770960935,0.8469468625773663,0.5896442409299049,0.4887045990071387,0.6076537835895962,0.5747977783927942,0.17330045790771398,158014.983390773,16771.859375,0.6012365744356779,,0.11202222903906467,0.0011533493676015832,1
L3119,pipe,0.05,38.564499999999995,8.9563549981682,0.85201236183096,0.5716801690736175,0.49364164770947366,0.6093106199983448,0.577733346332545,0.16836914406481154,164220.77375819103,16764.49609375,0.6028192603207626,,0.0436450018318002,0.0011317403786332042,1
L2848,pipe,0.125,128.765,8.860985426166545,0.8523645985340244,0.5896442409299049,0.49670513154416335,0.6093468545576721,0.5814533747630789,0.17330045790771398,158024.87340611138,16761.30078125,0.6028150771960157,,0.13901457383345495,0.0010795990667763365,1
L1263,pipe,0.1,232.407,8.78209090884861,0.8549979872188397,0.5896442409299049,0.4939807129003849,0.619061910272136,0.581361489206461,0.17365269461077845,157985.457413277,16774.318359375,0.617720005362267,,0.21790909115138923,0.0009376184501817468,1
L2434,pipe,0.075,98.88175,8.912536376444196,0.8548470286318121,0.5716801690736175,0.4969346643411721,0.6121871295676611,0.581070055267616,0.16836914406481154,164253.1783442407,16763.392578125,0.607285343542937,,0.08746362355580395,0.0008845274639233625,1
L1151,pipe,0.075,53.277750000000005,8.972784711001948,0.8486724030929738,0.5720324057766819,0.49396848055652326,0.6076414817330344,0.5802712327445948,0.16872138076787602,164200.4789047389,16768.5625,0.6025980556397199,,0.027215288998052145,0.0005108190379295699,1
L115,pipe,0.125,143.97625000000002,8.927703772271562,0.8539119240510575,0.571327932370553,0.49653509692199016,0.6110342219377057,0.5802537257417937,0.16836914406481154,164233.26211937476,16764.59765625,0.6056474013557094,,0.07229622772843847,0.0005021399552248267,1
L3267,pipe,0.1,48.54600000000001,8.976446363143895,0.8501861822573341,0.5716801690736175,0.4939842740995164,0.6069387102181796,0.5799111336151227,0.16836914406481154,164283.32100858755,16769.47265625,0.6006089475233027,,0.023553636856105342,0.00048518182458091993,1
