,"('V_CO', 'day')","('V_CO', 'night')","('V_G1', 'day')","('V_G1', 'night')","('V_G2', 'day')","('V_G2', 'night')","('V_G3', 'day')","('V_G3', 'night')",1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0.4222,0.1272,0.6142,0.2429,0.2226,0.1043,282009.9708,2664.6826,-0.1272
1,0,0,0,0,0,0,0,1,0.4254,0.18,0.6188,0.2473,0.2207,0.1138,267370.7231,2588.4731,-0.1298
2,0,0,0,0,0,0,1,0,0.421,0.1043,0.6181,0.2543,0.2215,0.0983,290185.8772,2569.4954,-0.1261
3,0,0,0,0,0,0,1,1,0.4213,0.1011,0.6087,0.253,0.2176,0.0976,292553.9839,2607.4709,-0.1263
4,0,0,0,0,0,1,0,0,0.4278,0.1036,0.6133,0.2417,0.2205,0.0983,291811.4459,2569.5728,-0.114
5,0,0,0,0,0,1,0,1,0.4242,0.1557,0.6168,0.2429,0.22,0.1039,275724.0276,2569.5466,-0.1211
6,0,0,0,0,0,1,1,0,0.4327,0.1381,0.616,0.2631,0.2242,0.1032,278897.239,2588.5815,-0.1176
7,0,0,0,0,0,1,1,1,0.4366,0.1722,0.6124,0.2626,0.2212,0.1081,267672.0664,2645.842,-0.1036
8,0,0,0,0,1,0,0,0,0.4312,0.1666,0.6155,0.256,0.2242,0.1113,269649.7905,2588.4849,-0.1145
9,0,0,0,0,1,0,0,1,0.423,0.1173,0.6155,0.2538,0.2185,0.1046,286146.5985,2569.501,-0.1414
10,0,0,0,0,1,0,1,0,0.4195,0.1007,0.6076,0.2484,0.2195,0.0983,292190.7644,2569.4954,-0.1325
11,0,0,0,0,1,0,1,1,0.4277,0.1113,0.6159,0.2557,0.2191,0.1018,287458.2694,2626.9883,-0.1206
12,0,0,0,0,1,1,0,0,0.4202,0.1166,0.6091,0.2449,0.2168,0.1018,287701.7924,2588.5544,-0.13
13,0,0,0,0,1,1,0,1,0.4268,0.1236,0.6162,0.2579,0.2211,0.0983,283817.5902,2588.5266,-0.1349
14,0,0,0,0,1,1,1,0,0.4306,0.1095,0.6134,0.2521,0.2211,0.1025,289454.4281,2569.5728,-0.1205
15,0,0,0,0,1,1,1,1,0.4314,0.1493,0.613,0.2589,0.2193,0.1057,276665.7768,2569.5466,-0.1214
16,0,0,0,1,0,0,0,0,0.4307,0.1684,0.6169,0.2425,0.2221,0.1074,271495.243,2607.9485,-0.1155
17,0,0,0,1,0,0,0,1,0.4131,0.1117,0.6142,0.2384,0.2163,0.1011,289407.5631,2569.5725,-0.1574
18,0,0,0,1,0,0,1,0,0.4269,0.1067,0.6102,0.2528,0.2207,0.0993,289290.7243,2588.5791,-0.134
19,0,0,0,1,0,0,1,1,0.4208,0.0997,0.6132,0.2506,0.2193,0.0969,292925.921,2569.5725,-0.1436
20,0,0,0,1,0,1,0,0,0.433,0.1701,0.6226,0.2474,0.2262,0.106,270917.686,2569.5847,-0.1252
21,0,0,0,1,0,1,0,1,0.4185,0.1603,0.6142,0.2417,0.2183,0.1064,275205.4204,2569.5654,-0.1486
22,0,0,0,1,0,1,1,0,0.4313,0.1321,0.6143,0.2569,0.2225,0.1043,281682.7407,2588.5635,-0.1198
23,0,0,0,1,0,1,1,1,0.4263,0.1522,0.6096,0.2605,0.2195,0.1039,273146.954,2607.5276,-0.1206
24,0,0,0,1,1,0,0,0,0.4248,0.1131,0.6124,0.2499,0.2209,0.1029,287760.9157,2588.5732,-0.1202
25,0,0,0,1,1,0,0,1,0.4282,0.1074,0.6128,0.2594,0.2239,0.0898,292629.8947,2588.552,-0.1271
26,0,0,0,1,1,0,1,0,0.4282,0.1469,0.6097,0.2465,0.22,0.1025,275459.1982,2569.5952,-0.1178
27,0,0,0,1,1,0,1,1,0.4246,0.1441,0.613,0.2528,0.2173,0.1036,280303.2243,2569.5725,-0.1195
28,0,0,0,1,1,1,0,0,0.4302,0.1458,0.6149,0.257,0.2227,0.1043,278995.312,2607.5466,-0.1228
29,0,0,0,1,1,1,0,1,0.4253,0.1166,0.6064,0.2547,0.2183,0.1018,285957.4819,2645.864,-0.1224
30,0,0,0,1,1,1,1,0,0.4255,0.1078,0.6121,0.2531,0.2223,0.1007,289500.0069,2569.5847,-0.1285
31,0,0,0,1,1,1,1,1,0.4232,0.1205,0.6127,0.253,0.2198,0.106,282925.3918,2588.5461,-0.131
32,0,0,1,0,0,0,0,0,0.4297,0.155,0.6198,0.2549,0.224,0.106,274899.9996,2607.4521,-0.1227
33,0,0,1,0,0,0,0,1,0.4199,0.1511,0.6173,0.252,0.2186,0.1046,278347.7966,2569.501,-0.1424
34,0,0,1,0,0,0,1,0,0.4256,0.1486,0.6127,0.2509,0.2224,0.1043,277811.3979,2646.3831,-0.1217
35,0,0,1,0,0,0,1,1,0.4203,0.1427,0.6108,0.2498,0.2173,0.1067,275591.5847,2607.9038,-0.1348
36,0,0,1,0,0,1,0,0,0.4127,0.1043,0.6119,0.2487,0.2177,0.0983,291470.9517,2569.5728,-0.1648
37,0,0,1,0,0,1,0,1,0.4211,0.1134,0.6098,0.2499,0.2184,0.1029,288612.823,2589.5886,-0.1318
38,0,0,1,0,0,1,1,0,0.4258,0.1021,0.6097,0.2502,0.2187,0.0983,292194.4327,2627.6506,-0.1259
39,0,0,1,0,0,1,1,1,0.4261,0.1092,0.6133,0.2588,0.2188,0.1014,289919.0993,2607.5142,-0.1183
40,0,0,1,0,1,0,0,0,0.4157,0.106,0.6061,0.2468,0.2202,0.0986,289896.6346,2588.478,-0.134
41,0,0,1,0,1,0,0,1,0.4221,0.1391,0.6145,0.2518,0.2185,0.106,278202.4191,2607.8906,-0.1451
42,0,0,1,0,1,0,1,0,0.4232,0.1046,0.613,0.2501,0.2223,0.0986,291203.0697,2608.0134,-0.1279
43,0,0,1,0,1,0,1,1,0.425,0.1525,0.611,0.2535,0.2168,0.1025,276116.3146,2607.4526,-0.1302
44,0,0,1,0,1,1,0,0,0.4245,0.155,0.6145,0.2526,0.2199,0.1043,275591.947,2588.5525,-0.1248
45,0,0,1,0,1,1,0,1,0.4247,0.1053,0.6144,0.2515,0.2191,0.0986,290500.1272,2569.5466,-0.1225
46,0,0,1,0,1,1,1,0,0.4418,0.1536,0.6166,0.2609,0.224,0.106,275523.0888,2627.3115,-0.0958
47,0,0,1,0,1,1,1,1,0.4155,0.1092,0.6126,0.2493,0.2148,0.1018,288394.4067,2569.5466,-0.1424
48,0,0,1,1,0,0,0,0,0.4298,0.1663,0.6078,0.2523,0.2222,0.1085,271850.1522,2588.575,-0.1148
49,0,0,1,1,0,0,0,1,0.4212,0.1585,0.6167,0.2538,0.2181,0.106,274244.8432,2588.552,-0.1444
50,0,0,1,1,0,0,1,0,0.424,0.1585,0.6113,0.2486,0.2225,0.1057,275290.4525,2626.5864,-0.142
51,0,0,1,1,0,0,1,1,0.4342,0.1081,0.6117,0.2578,0.2196,0.099,288356.4958,2588.5564,-0.1046
52,0,0,1,1,0,1,0,0,0.4158,0.1032,0.6096,0.2464,0.2176,0.0983,292075.0082,2607.5449,-0.1367
53,0,0,1,1,0,1,0,1,0.4255,0.1029,0.6101,0.2462,0.2168,0.0983,291802.601,2569.5649,-0.1154
54,0,0,1,1,0,1,1,0,0.4325,0.1638,0.6115,0.2541,0.2225,0.1071,273668.1404,2588.5657,-0.1077
55,0,0,1,1,0,1,1,1,0.432,0.112,0.6142,0.2571,0.2183,0.1025,287294.7258,2588.5403,-0.1102
56,0,0,1,1,1,0,0,0,0.4306,0.1589,0.6173,0.2583,0.2229,0.1053,273423.603,2627.1289,-0.1267
57,0,0,1,1,1,0,0,1,0.4227,0.1434,0.616,0.2522,0.2192,0.1039,277324.3418,2569.5723,-0.1453
58,0,0,1,1,1,0,1,0,0.4217,0.1483,0.6105,0.2529,0.2212,0.1064,277839.336,2626.5515,-0.1357
59,0,0,1,1,1,0,1,1,0.4348,0.1599,0.6036,0.2533,0.2216,0.1067,273032.5017,2569.5725,-0.1201
60,0,0,1,1,1,1,0,0,0.4204,0.1416,0.6171,0.2541,0.2206,0.1032,280082.5945,2588.5701,-0.1389
61,0,0,1,1,1,1,0,1,0.4158,0.1578,0.6111,0.2531,0.2179,0.1057,276236.4589,2588.5469,-0.1579
62,0,0,1,1,1,1,1,0,0.4246,0.1673,0.6151,0.253,0.2221,0.1078,269250.3316,2588.5667,-0.1355
63,0,0,1,1,1,1,1,1,0.4252,0.1476,0.6155,0.2507,0.2184,0.1064,276444.7779,2588.552,-0.1294
64,0,1,0,0,0,0,0,0,0.4961,0.1715,0.5899,0.2691,0.3058,0.1053,269248.7765,2913.4551,0.0311
65,0,1,0,0,0,0,0,1,0.4854,0.1617,0.5893,0.2594,0.3003,0.1004,272631.0045,2812.5259,-0.0074
66,0,1,0,0,0,0,1,0,0.4912,0.1522,0.5858,0.2738,0.304,0.1,274926.31,2886.0117,0.0272
67,0,1,0,0,0,0,1,1,0.4954,0.1074,0.5846,0.2737,0.3,0.0983,288820.8305,2822.0977,0.0145
68,0,1,0,0,0,1,0,0,0.4946,0.1627,0.5947,0.2677,0.3058,0.1007,274232.6706,2834.1699,0.0129
69,0,1,0,0,0,1,0,1,0.4928,0.1036,0.5952,0.2677,0.3047,0.0965,290117.7104,2795.2559,0.0017
70,0,1,0,0,0,1,1,0,0.4981,0.1233,0.5882,0.2766,0.3068,0.0979,286171.0729,2788.3958,0.0233
71,0,1,0,0,0,1,1,1,0.4959,0.1501,0.59,0.2728,0.3029,0.0986,277254.437,2788.4011,0.022
72,0,1,0,0,1,0,0,0,0.4946,0.1349,0.5924,0.2786,0.3072,0.099,282134.9741,2902.3132,0.0338
