element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb
L1198,pipe,0.15,553.6677499999996,8.979577112593002,0.9418767507002801,0.8023952095808383,0.2598878945558259,0.7933304017486085,0.8170099926198024,0.536808735470236,89328.5482588996,16388.232421875,0.8132277730497566,,0.020422887406997603,3.6886539638614704e-05
L2882,pipe,0.3,2222.0249999999996,8.944547307540796,0.9424009124607927,0.8016907361747094,0.2618226819029516,0.7951446460038176,0.8184592998876197,0.5357520253610426,89534.03488612737,16341.9970703125,0.8161873646061719,,0.05545269245920359,2.4955926445113622e-05
L1527,pipe,0.15,1993.2577500000007,8.968428042131853,0.9436400308626445,0.8023952095808383,0.2615877559168114,0.7975184010624671,0.819408504419732,0.5361042620641071,89152.59733304335,16344.5087890625,0.8185236411503609,,0.03157195786814704,1.5839375448632787e-05
L1197,pipe,0.25,761.0474999999999,8.989038958805683,0.9435247152753317,0.8023952095808383,0.2623246161172319,0.7960330078001655,0.8196695893926433,0.5364564987671715,89186.87378256014,16341.208984375,0.8171552497088799,,0.01096104119431729,1.4402571711118282e-05
L2931,pipe,0.2,6677.328,8.917148983019269,0.9426021905768295,0.8034519196900317,0.26153322879696544,0.7962150752772794,0.8180256608631477,0.5364564987671715,89165.88124661287,16341.9296875,0.8174351868608085,,0.08285101698073127,1.2407809977393842e-05
L3006,pipe,0.25,868.5784999999998,8.990395169256287,0.9440237172713397,0.8020429728777738,0.26235127853023177,0.7979070278947588,0.8204810966302689,0.5361042620641071,89342.60044587546,16375.40625,0.8198181912398371,,0.009604830743713322,1.1058103261493721e-05
L1543,pipe,0.2,9510.0445,8.899917903340217,0.9434827823344907,0.8020429728777738,0.2625136561635677,0.7963592306691711,0.8202073793589292,0.5350475519549137,89364.91939544785,16342.068359375,0.8176486385670362,,0.10008209665978285,1.052383053094892e-05
L1471,pipe,0.15,11032.506000000001,8.886138166044917,0.9406208591220919,0.809792180345192,0.26006007883048504,0.7933886118971575,0.8164119240510576,0.5508982035928144,86885.82666126864,16363.251953125,0.8135735254949362,,0.11386183395508276,1.0320577569147276e-05
L2930,pipe,0.2,11501.624000000003,8.884189530211017,0.9432563444539492,0.8016907361747094,0.26157989219749594,0.7984831462045575,0.8193653659068417,0.5361042620641071,89454.91318321924,16354.3037109375,0.8205152940327423,,0.11581046978898257,1.0069053708326975e-05
Leak_2756,leak,,2483.687848077586,8.97918985911248,0.9362451567453328,0.7879535047551955,0.2655409521114732,0.774286177193011,0.7974831848907228,0.5311729482212046,93606.77206265184,16416.341796875,0.7949119316419646,160.0,0.020810140887519424,8.378726378045778e-06
Leak_1378,leak,,2342.3615162141814,8.980414980293647,0.9403839380063402,0.7985206058471293,0.2647670329122709,0.78798127492791,0.8083202817054965,0.5336386051426558,90104.5470410097,16368.107421875,0.8099376517380461,125.0,0.01958501970635318,8.361228431556233e-06
Leak_2419,leak,,2267.328453382454,8.981086846693383,0.9354756872809004,0.7854878478337443,0.2647846020413491,0.7761753509381871,0.7967848441771919,0.5280028178936245,94396.15084311154,16395.30859375,0.7976709179611114,200.0,0.018913153306616692,8.341602769727344e-06
Leak_2311,leak,,2391.1007065415793,8.980182877810785,0.9340814169979369,0.7861923212398731,0.264726685115535,0.7711144789837424,0.7949253279155973,0.5290595280028179,94391.12575822332,16383.99609375,0.7912514323124795,75.0,0.019817122189214942,8.287865975280427e-06
Leak_1772,leak,,2654.9716691937438,8.978206769103886,0.9429900702796088,0.7995773159563226,0.2663451766736407,0.7958535684469534,0.8148824200338818,0.5339908418457203,89911.28407622976,16356.1904296875,0.8195069926226032,160.0,0.021793230896113513,8.208460809200136e-06
Leak_3344,leak,,2365.7783862471492,8.980660433888286,0.9349242691088412,0.7861923212398731,0.2646676814681604,0.7764330748331558,0.7958780443315051,0.5290595280028179,94429.7151930579,16395.4296875,0.798112288837961,63.0,0.01933956611171439,8.174715866938356e-06
