element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb,iter
L1777,pipe,0.063,58.965298000000004,8.992126667743939,0.9381090759657156,0.7879535047551955,0.267411085808889,0.7803833687277235,0.8005623207366779,0.5294117647058824,93828.71384433543,16417.208984375,0.8026605058678423,,0.007873332256060905,0.00013352484466475358,1
L454,pipe,0.05,86.3775,8.990003586060121,0.9375324980291517,0.7872490313490665,0.26701431602036657,0.7755527651611028,0.7993002440497157,0.5294117647058824,93841.95250492606,16405.884765625,0.7961304230039884,,0.009996413939878934,0.0001157293732728886,1
L171,pipe,0.075,178.68875000000003,8.98741653299978,0.9384109931397708,0.7883057414582599,0.2677446348615905,0.7805343460582541,0.8006938853385666,0.5304684748150758,93686.62362950206,16405.896484375,0.8030948939810397,,0.012583467000219173,7.042114850665848e-05,1
L2119,pipe,0.1,475.69500000000005,8.98081965919824,0.9400505711266542,0.7879535047551955,0.26971819929051094,0.7834384229697747,0.8038974571864674,0.5294117647058824,93835.70470885816,16426.55078125,0.8069329256450021,,0.019180340801760565,4.0320669340145606e-05,1
L1273,pipe,0.075,180.2235,8.99273336188357,0.9380210167899495,0.7872490313490665,0.2675747382964762,0.7758504141723674,0.8001086063167782,0.5294117647058824,93858.47276327386,16416.564453125,0.7966882955740646,,0.007266638116430357,4.032014757470783e-05,1
Leak_1099,leak,,2467.3404394352697,8.907268635504582,0.9374926617353528,0.7939415287072913,0.2669066265346751,0.7766458410341442,0.7995011028363441,0.5424445227192674,91280.38062708174,16416.34765625,0.7975638053628208,160.0,0.09273136449541752,3.758353043353923e-05,1
L1766,pipe,0.063,411.777596,8.985596002489807,0.936788188329224,0.7830221909122931,0.265650854637366,0.7777932687461767,0.7978364699173083,0.5276505811905601,96524.7622441349,16418.9453125,0.7991777414128345,,0.014403997510193278,3.4980041775253064e-05,1
Leak_2295,leak,,3072.413997004113,8.897209551882483,0.9371404250322883,0.7942937654103558,0.26664189436764024,0.7778983937022498,0.798905864741106,0.5445579429376541,91069.5661419917,16405.22265625,0.7991532687489277,250.0,0.10279044811751703,3.3455923654086725e-05,1
L760,pipe,0.05,294.3815,8.991391932317406,0.9375744309699928,0.7861923212398731,0.26793691714950996,0.7753721515397645,0.8000073382646472,0.5287072912997535,94500.88843806667,16372.4833984375,0.7965836171620133,,0.008608067682594367,2.9241197842236575e-05,1
L170,pipe,0.075,311.33500000000004,8.991384476359947,0.9375912041463292,0.7868967946460022,0.26793485942069306,0.7753657769413642,0.7999925569030008,0.5294117647058824,94395.53947006432,16372.486328125,0.7965552747113978,,0.008615523640052913,2.767283999567319e-05,1
L2817,pipe,0.125,236.65875000000003,8.993974214709802,0.938622754491018,0.7879535047551955,0.2679254654426658,0.7809930934729478,0.8013339916805046,0.5294117647058824,93811.38490838965,16416.994140625,0.803571502002843,,0.006025785290198371,2.5461916325504002e-05,1
Leak_122,leak,,2414.6801773728553,8.943333895751719,0.9417614351129674,0.7872490313490665,0.2716826848640167,0.7834200261024619,0.8066325332528221,0.5294117647058824,93958.78278823955,16403.744140625,0.8064419431602465,75.0,0.056666104248281,2.346733318113088e-05,1
