,"('V_CO', 'day')","('V_CO', 'night')","('V_MO1', 'day')","('V_MO1', 'night')","('V_MO2', 'day')","('V_MO2', 'night')","('V_MO3', 'day')","('V_MO3', 'night')","('V_MO4', 'day')","('V_MO4', 'night')",1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0,0,0.2619,0.0997,0.8412,0.0991,0.1419,0.0972,292953.7995,2572.3584,-0.4095
1,0,0,0,0,0,0,0,0,0,1,0.2601,0.1004,0.8421,0.0983,0.1411,0.0972,292722.9982,2543.8901,-0.39
2,0,0,0,0,0,0,0,0,1,0,0.2762,0.0997,0.8498,0.1065,0.1456,0.0972,292949.3566,2553.3806,-0.3692
3,0,0,0,0,0,0,0,0,1,1,0.2759,0.0993,0.8447,0.101,0.145,0.0972,292974.6337,2543.8906,-0.4106
4,0,0,0,0,0,0,0,1,0,0,0.2696,0.0997,0.8405,0.1008,0.1443,0.0972,293004.7316,2562.8687,-0.3981
5,0,0,0,0,0,0,0,1,0,1,0.2732,0.0993,0.8428,0.103,0.1455,0.0972,292975.7495,2561.387,-0.3894
6,0,0,0,0,0,0,0,1,1,0,0.2692,0.1014,0.8404,0.1004,0.1428,0.0972,292013.5235,2543.8882,-0.4169
7,0,0,0,0,0,0,0,1,1,1,0.2713,0.1011,0.8402,0.101,0.1453,0.0972,292201.7217,2561.387,-0.4043
8,0,0,0,0,0,0,1,0,0,0,0.2746,0.0993,0.8423,0.1057,0.1451,0.0972,292911.3245,2591.9333,-0.3816
9,0,0,0,0,0,0,1,0,0,1,0.2708,0.0993,0.8363,0.1016,0.1427,0.0972,292954.4708,2600.842,-0.4085
10,0,0,0,0,0,0,1,0,1,0,0.2782,0.1,0.8395,0.1033,0.1455,0.0972,292527.8562,2610.2708,-0.3976
11,0,0,0,0,0,0,1,0,1,1,0.2815,0.0993,0.8413,0.1056,0.1467,0.0972,292944.4498,2601.2637,-0.3979
12,0,0,0,0,0,0,1,1,0,0,0.2715,0.0997,0.8412,0.1015,0.1438,0.0972,293004.9918,2562.8743,-0.4108
13,0,0,0,0,0,0,1,1,0,1,0.2826,0.1011,0.8428,0.105,0.1465,0.0972,291897.2144,2561.387,-0.394
14,0,0,0,0,0,0,1,1,1,0,0.273,0.1004,0.8432,0.1023,0.1446,0.0972,292903.9739,2562.8838,-0.3873
15,0,0,0,0,0,0,1,1,1,1,0.2798,0.1,0.8411,0.1049,0.1469,0.0972,292044.8138,2618.7405,-0.3939
16,0,0,0,0,0,1,0,0,0,0,0.3324,0.0997,0.784,0.123,0.1846,0.0972,292998.8624,2629.3015,-0.2276
17,0,0,0,0,0,1,0,0,0,1,0.3294,0.1014,0.7839,0.1219,0.1807,0.0972,292050.289,2570.4717,-0.22
18,0,0,0,0,0,1,0,0,1,0,0.3275,0.099,0.7858,0.1181,0.1822,0.0972,292894.7785,2553.3811,-0.2536
19,0,0,0,0,0,1,0,0,1,1,0.3408,0.1004,0.7799,0.1229,0.1837,0.0972,292358.1458,2570.4717,-0.2205
20,0,0,0,0,0,1,0,1,0,0,0.3344,0.0993,0.7847,0.1236,0.1793,0.0972,292982.3942,2570.1702,-0.2253
21,0,0,0,0,0,1,0,1,0,1,0.3386,0.0997,0.7771,0.1229,0.1791,0.0972,292979.6484,2588.4485,-0.2421
22,0,0,0,0,0,1,0,1,1,0,0.3294,0.1,0.7819,0.1222,0.1789,0.0972,292829.3591,2570.1702,-0.2196
23,0,0,0,0,0,1,0,1,1,1,0.3367,0.0997,0.7768,0.1273,0.179,0.0972,292961.3043,2607.5005,-0.2131
24,0,0,0,0,0,1,1,0,0,0,0.3295,0.0997,0.7811,0.1173,0.181,0.0972,292962.5835,2553.3811,-0.2778
25,0,0,0,0,0,1,1,0,0,1,0.3338,0.1011,0.7832,0.1257,0.1808,0.0972,291583.2639,2608.6611,-0.1925
26,0,0,0,0,0,1,1,0,1,0,0.3326,0.1004,0.7836,0.1209,0.1821,0.0972,292470.8531,2553.3809,-0.254
27,0,0,0,0,0,1,1,0,1,1,0.3345,0.0993,0.7771,0.1215,0.1805,0.0972,292971.8227,2629.3223,-0.2314
28,0,0,0,0,0,1,1,1,0,0,0.3359,0.1,0.7816,0.1227,0.1798,0.0972,292623.8873,2570.1702,-0.2414
29,0,0,0,0,0,1,1,1,0,1,0.3431,0.0997,0.7758,0.1258,0.1799,0.0972,292941.898,2607.8669,-0.2215
30,0,0,0,0,0,1,1,1,1,0,0.3384,0.1014,0.7798,0.1271,0.1796,0.0972,291814.2516,2647.3469,-0.2164
31,0,0,0,0,0,1,1,1,1,1,0.3276,0.1,0.778,0.1198,0.1775,0.0972,292254.1764,2569.4653,-0.2252
32,0,0,0,0,1,0,0,0,0,0,0.3825,0.1007,0.6192,0.2192,0.1879,0.0965,292759.5808,2572.363,-0.1174
