element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb
L1545,pipe,0.15,97.73775,8.87027793901883,0.9231830456733592,0.7308911588587531,0.33074321636030873,0.7493690463148336,0.7558596043207703,0.31137724550898205,115982.36766620759,16805.837890625,0.7702729410185459,,0.12972206098116956,0.0013272462378269355
L2832,pipe,0.25,1358.2029999999995,8.869827051304378,0.9231893356144854,0.7308911588587531,0.3307684200789026,0.7494002482964766,0.7558865462352605,0.31137724550898205,115991.77953650575,16805.837890625,0.7703071884958204,,0.13017294869562157,9.584204179759698e-05
L2833,pipe,0.125,342.5045,8.970918438293774,0.9200003354635268,0.7308911588587531,0.3266379704895884,0.745183898794996,0.7507650140894682,0.31137724550898205,115988.06930731586,16805.357421875,0.7644493632178665,,0.02908156170622611,8.490855362842272e-05
L2042,pipe,0.15,344.37075000000004,8.972073681134606,0.9200611382277462,0.7308911588587531,0.32699472957128217,0.7446942289863085,0.7509136139485735,0.31208171891511094,115940.0055257371,16816.810546875,0.7642067237033141,,0.02792631886539354,8.109375974990192e-05
Leak_2789,leak,,2519.0652828847374,8.80455609567969,0.9246444086616683,0.7308911588587531,0.33165837370843315,0.7535704658358505,0.757862583656217,0.31137724550898205,115988.02483441125,16804.458984375,0.7757851274838437,150.0,0.19544390432031022,7.758588300518172e-05
L2848,pipe,0.7,578.3959999999993,8.957544473806502,0.9204469212834835,0.7308911588587531,0.3266236077126924,0.7460354668567184,0.7509247261778963,0.31137724550898205,115979.63555415554,16816.720703125,0.7655205054460652,,0.04245552619349802,7.340217808127661e-05
L1063,pipe,0.25,2559.646499999999,8.858392890349977,0.9235373790234657,0.7312433955618175,0.33129653712078283,0.749458626197615,0.7563694040490447,0.31137724550898205,115643.47356094565,16793.783203125,0.770361874763284,,0.14160710965002288,5.532291652383364e-05
Leak_2791,leak,,2613.3562779216804,8.89106758022351,0.9226777537362251,0.7308911588587531,0.3299063326930006,0.7482764177820308,0.7549336201546487,0.31137724550898205,115972.54001272353,16806.138671875,0.7687159471475412,150.0,0.10893241977649026,4.168295792532382e-05
L2041,pipe,0.125,1363.7062500000002,8.946370422703602,0.9212876767473457,0.7305389221556886,0.32886245224538435,0.7448346938212318,0.7525437570237676,0.3127861923212399,115990.36071459354,16817.466796875,0.7647866588974089,,0.05362957729639817,3.9326341209038355e-05
L3172,pipe,0.4,1408.8285000000014,8.946956168519037,0.9212667102769252,0.7308911588587531,0.3284180095108855,0.7452314846128781,0.7525519339472316,0.31137724550898205,115983.72196351584,16816.40234375,0.7648185444106825,,0.05304383148096292,3.7651021029857695e-05
Leak_554,leak,,2633.1379233693206,8.902552850309307,0.9220781126821986,0.7308911588587531,0.32883104425582016,0.7485608143387266,0.7535314874452775,0.31137724550898205,115971.43312230753,16794.37109375,0.7686693793752261,150.0,0.09744714969069257,3.700799294478308e-05
Leak_523,leak,,2441.659890079305,8.931409718000234,0.9213799292171959,0.7308911588587531,0.3281875081399119,0.7467050233588566,0.7527161538268001,0.31137724550898205,115973.05446179744,16816.53515625,0.7666728283570738,63.0,0.06859028199976613,2.8091661037008032e-05
