Leak_id,avg_pressure,total_water_loss,Link,Coef,Link_id,ID,Diameter,detect_cost,repair_cost,total_cost,rank,evaluate_flag
Leak_1837,41.936718,207.93144,L2468,0.02687,L2468,L2468,63,1131.0073970129147,152.35151989728496,1283.3589169101997,0.16202127052762103,0
Leak_481,26.52917,124.63307,L1390,0.02553,L1390,L1390,75,1174.2489331109086,169.24008157503675,1343.4890146859454,0.09276821063441917,0
Leak_3419,33.336315,84.34011,L86,0.01379,L86,L86,40,1631.2534994673395,126.94450278937566,1758.1980022567152,0.04796963178808917,0
Leak_2420,14.751065,78.09714,L2989,0.03011,L2989_1,L2989,200,1032.918961453431,578.3736514681791,1611.29261292161,0.048468625018745326,0
Leak_1269,24.018637,78.021545,L198,0.01779,L198,L198,100,1458.412823726137,214.43317410343403,1672.8459978295712,0.04664000482494208,0
Leak_2334,27.547363,75.0257,L290,0.01488,L290,L290,63,1582.219704443955,149.11063995209378,1731.3303443960488,0.0433341353214412,0
Leak_1927,34.54308,70.95037,L2551,0.01132,L2551,L2551,110,1748.0637334525898,234.0380054655821,1982.1017389181718,0.03579552421325195,0
Leak_1270,17.726004,65.61117,L1980,0.02083,L1980,L1980,75,1339.4093555542743,167.9983809659407,1507.407736520215,0.04352582670112558,0
Leak_3179,24.578358,62.702248,L653,0.01392,L653_2,L653,200,1625.3265303572214,562.3773370920068,2187.7038674492283,0.028661213499950117,0
Leak_1886,75.80617,61.331696,L2507,0.00436,L2507,L2507,110,2124.1861427173108,225.74251951515708,2349.928662232468,0.02609938613982204,0
Leak_695,24.5925,60.050457,L1559,0.01357,L1559,L1559,110,1641.3330341179699,235.61424855014792,1876.9472826681179,0.031993683336363876,0
Leak_138,24.039825,57.93991,L1110,0.01312,L1110,L1110,63,1662.1446683060494,148.42033874166202,1810.5650070477113,0.03200101110047857,0
Leak_3022,9.258643,55.054695,L515,0.03332,L515_1,L515,150,944.130139549541,366.4743284810254,1310.6044680305663,0.042007101663650466,0
Leak_838,27.365252,54.19326,L1680,0.01104,L1680,L1680,75,1761.8224166874008,164.12382290385767,1925.9462395912585,0.02813851138667945,0
Leak_2067,16.3597,48.929543,L2665,0.0171,L2665,L2665,90,1486.8633061886721,193.23317667718428,1680.0964828658564,0.029123055158142713,0
Leak_3190,25.299917,48.74339,L661,0.01051,L661,L661,200,1788.1628237707114,556.5513136631882,2344.7141374339,0.02078862764182604,0
Leak_1608,15.645636,48.007866,L2263,0.01738,L2263,L2263,63,1475.2518741569597,149.96228446748918,1625.2141586244488,0.029539409099410434,0
Leak_3122,30.04884,47.315025,L603,0.00859,L603,L603,63,1886.9254101898887,146.09773828038072,2033.0231484702695,0.023273234918742378,0
Leak_455,42.52403,46.532543,L1367,0.00593,L1367_1,L1367,110,2032.829647242384,228.41655496115254,2261.2462022035365,0.020578273669195363,0
Leak_1546,62.371136,45.473576,L2215,0.00393,L2215_1,L2215,75,2149.915926354658,157.8202013141507,2307.736127668809,0.019704841921410126,0
Leak_1545,62.990158,43.473568,L2215,0.00372,L2215,L2215,75,2162.5946709808463,157.48505466269035,2320.0797256435367,0.018737962959694376,0
Leak_2357,12.53672,42.825138,L2928,0.01955,L2928,L2928,63,1388.28439600563,150.60748104571235,1538.8918770513424,0.027828555553946973,0
Leak_2982,15.329622,41.78478,L485,0.01494,L485_1,L485,75,1579.5638069190768,165.97006177107897,1745.5338686901557,0.02393810818825641,0
Leak_3538,8.093332,41.260674,L953,0.02854,L953,L953,63,1079.3389143284762,152.68217171837085,1232.0210860468471,0.03349023323565121,0
Leak_3010,10.868464,41.15043,L507,0.02107,L507_2,L507,60,1330.438699846474,147.34754707869178,1477.7862469251659,0.027845995222647708,0
Leak_1576,44.69551,40.789684,L2231,0.00492,L2231,L2231,75,2091.1386732515202,159.19133960663834,2250.3300128581586,0.018126089979063585,0
Leak_545,57.84897,38.839104,L1452,0.00363,L1452,L1452,350,2168.0512819939563,1495.1499307073225,3663.2012127012786,0.010602503505421738,0
Leak_3270,49.062546,38.578457,L74,0.00427,L74,L74,250,2129.545842181931,798.1395106667727,2927.685352848704,0.013177118518260304,0
Leak_1729,30.936556,37.043102,L2365,0.00666,L2365_1,L2365,140,1991.7003822925385,312.62437697176586,2304.3247592643042,0.016075469447384208,0
Leak_1841,48.81927,34.977036,L2471,0.00388,L2471,L2471,110,2152.9279165527346,224.728411146396,2377.6563276991305,0.014710719591804247,0
Leak_2125,14.742701,34.22585,L2713,0.01337,L2713,L2713,63,1650.5502833190615,148.52384866635634,1799.0741319854178,0.019024146111111303,0
Leak_2561,9.885748,33.40777,L3086,0.02007,L3086,L3086,90,1368.2174173093656,194.36547122409627,1562.5828885334618,0.021379837507926422,0
Leak_456,44.357327,32.830185,L1369,0.00401,L1369,L1369,63,2145.105504363651,141.92014367863777,2287.025648042289,0.014354970161627317,0
Leak_1728,27.9825,32.738747,L2365,0.00653,L2365,L2365,140,1998.9633823248237,312.390831585184,2311.3542139100077,0.014164313910018936,0
Leak_2914,22.170298,32.595806,L437,0.00799,L437,L437,140,1918.8935374633593,314.7814761396857,2233.675013603045,0.014592904484008745,0
Leak_1782,57.948982,32.558006,L2416,0.00304,L2416,L2416,63,2204.1649668968475,140.40149645286937,2344.5664633497167,0.013886578519128431,0
Leak_1851,42.954754,32.03954,L2480,0.00403,L2480_1,L2480,110,2143.9045815709733,225.058207023745,2368.9627885947184,0.01352471195048371,0
Leak_3438,18.104357,31.766106,L877,0.00963,L877,L877,60,1832.7704650265814,143.15827585737426,1975.9287408839557,0.016076544155962078,0
Leak_880,5.3038783,31.264137,L1715,0.03556,L1715,L1715,75,886.7330833498974,171.26239002417012,1057.9954733740674,0.02955035069135176,0
Leak_3143,31.33885,31.176142,L624,0.00543,L624,L624,40,2061.489412552981,122.58114216296777,2184.0705547159487,0.014274329037390572,0
Leak_441,30.157488,30.058258,L1352,0.00544,L1352,L1352,75,2060.912276320309,159.80450353800867,2220.7167798583178,0.013535385659831124,0
Leak_2104,9.515741,29.679775,L2694,0.01862,L2694_2,L2694,90,1424.9101190121455,193.83526913578586,1618.7453881479314,0.01833504852297672,0
Leak_2692,45.92202,29.221992,L3181,0.00345,L3181_2,L3181,75,2179.0058427597314,157.02520283351717,2336.0310455932486,0.012509248345736213,0
Leak_1853,41.116188,28.913752,L2480,0.0038,L2480_3,L2480,110,2157.7558803865745,224.54726760426857,2382.303147990843,0.012136890146225834,0
Leak_1852,42.579094,28.606237,L2480,0.00363,L2480_2,L2480,110,2168.0512819939563,224.14933063322297,2392.2006126271795,0.011958126446628938,0
Leak_3267,28.743309,27.93415,L736,0.00529,L736_1,L736,80,2069.5863106020192,167.44373660579865,2237.030047207818,0.01248715936143424,0
Leak_504,46.8044,27.736292,L1406,0.00321,L1406,L1406,90,2193.6980726256684,181.4059019275513,2375.10397455322,0.01167792744340527,0
Leak_1833,45.28493,27.334913,L2463,0.00327,L2463_2,L2463,110,2190.015753877487,223.2412460082589,2413.2569998857457,0.011326979785028423,0
Leak_1831,42.77848,27.076189,L2463,0.00343,L2463,L2463,110,2180.22642776358,223.65658828325624,2403.883016046836,0.011263521918659853,0
Leak_594,28.87617,26.838232,L1491,0.00505,L1491,L1491,63,2083.54076506289,143.18468990236653,2226.7254549652566,0.012052780005078815,0
Leak_1138,28.286106,26.472643,L19,0.00508,L19,L19,32,2081.791325687642,118.07712359036051,2199.868449278002,0.012033739066191847,0
Leak_2690,45.652588,26.270893,L3181,0.00312,L3181,L3181,75,2199.2331630534545,156.41160743244416,2355.644770485899,0.011152315249767022,0
Leak_127,25.533115,26.147085,L1102,0.00557,L1102,L1102,75,2053.4241922154156,159.94863013017883,2213.3728223455946,0.011813231338997957,0
Leak_726,23.73042,25.862545,L1582,0.00606,L1582,L1582,75,2025.4435980910584,160.46319655109673,2185.906794642155,0.011831494863742154,0
Leak_727,29.47092,25.814415,L1585,0.00484,L1585,L1585,63,2095.8280740477007,142.95177389694783,2238.7798479446487,0.01153057322796912,0
Leak_2691,45.724396,25.806475,L3181,0.00306,L3181_1,L3181,75,2202.9309800639467,156.29310034563238,2359.224080409579,0.01093854326935691,0
Leak_1541,43.68566,25.794685,L2210,0.00319,L2210,L2210,110,2194.9268875824137,223.02588947480479,2417.9527770572186,0.010667985582068763,0
Leak_270,27.245506,25.766962,L1224,0.00528,L1224,L1224,75,2070.165875904344,159.6223131964064,2229.7881891007505,0.011555789100211863,0
Leak_2422,16.433994,25.487253,L2989,0.00877,L2989_3,L2989,200,1877.439231373484,552.7988005872949,2430.238031960779,0.010487554245261784,0
Leak_259,13.911989,25.465473,L1213,0.01059,L1213,L1213,75,1784.1618218405788,163.86985047941045,1948.0316723199892,0.013072412290258593,0
Leak_2421,14.838007,25.394033,L2989,0.00973,L2989_2,L2989,200,1827.645885483925,554.9525069944111,2382.598392478336,0.01065812581430999,0
Leak_2540,28.601353,25.125637,L3068,0.0049,L3068_2,L3068,100,2092.3100388603,204.3311372837144,2296.6411761440145,0.010940166585634629,0
Leak_1894,54.185635,24.93707,L2514,0.00249,L2514,L2514,75,2238.3718241490506,155.03509132506287,2393.4069154741132,0.010419068602723494,0
Leak_1393,28.256033,24.65634,L21,0.00474,L21,L21,100,2101.7046159743913,204.0710412838005,2305.775657258192,0.010693295146807433,0
Leak_2801,22.98507,24.507343,L338,0.00583,L338,L338,75,2038.5295463895352,160.22705736575102,2198.756603755286,0.01114600099455297,0
Leak_2423,16.475664,24.360397,L2989,0.00836,L2989_4,L2989,200,1899.116422758246,551.8061276849387,2450.9225504431847,0.009939276675414428,0
Leak_2539,28.870018,24.127062,L3068,0.00466,L3068_1,L3068,100,2106.4177110099117,203.9376819370876,2310.3553929469995,0.01044300886241425,0
Leak_556,35.860466,24.043213,L1460,0.00364,L1460_1,L1460,350,2167.4443126146766,1495.309478772495,3662.7537913871715,0.006564244898786731,0
Leak_2148,9.286224,23.960325,L2734,0.01545,L2734,L2734,63,1557.1679229442946,149.3167810715999,1706.4847040158945,0.014040750078042128,0
Leak_3223,36.14309,23.810108,L69,0.00359,L69,L69,63,2170.4808597393553,141.31342209275354,2311.794281832109,0.01029940612446918,0
Leak_474,36.66746,23.459055,L1383,0.00347,L1383,L1383,63,2177.785941092133,141.12698624523685,2318.9129273373696,0.01011640181498132,0
Leak_2538,29.235508,23.340956,L3068,0.00445,L3068,L3068,100,2118.8399326915096,203.576414598096,2322.4163472896057,0.010050289114392937,0
Leak_2542,26.788889,23.190237,L3068,0.00484,L3068_4,L3068,100,2095.8280740477007,204.2346103240652,2300.062684371766,0.010082436971330726,0
Leak_2259,29.37299,22.963097,L284,0.00428,L284,L284,75,2128.9496528165264,158.3408635640576,2287.290516380584,0.010039431569448915,0
Leak_2419,13.1833935,22.911297,L2989,0.00995,L2989,L2989,200,1816.4221912982307,555.416073874801,2371.8382651730317,0.00965972139875692,0
Leak_2139,9.499454,22.559902,L2728,0.01419,L2728,L2728,63,1613.085391594285,148.85026650920196,1761.935658103487,0.012804044283572277,0
Leak_3474,32.915108,22.360968,L905,0.00369,L905,L905,63,2164.412013681545,141.4640852228538,2305.876098904399,0.009697384714960558,0
Leak_1547,59.106586,22.258268,L2216,0.00203,L2216,L2216,63,2267.3885196217702,138.18702172112634,2405.5755413428965,0.009252782951017915,0
Leak_3351,39.706535,22.18507,L81,0.00304,L81,L81,250,2204.1649668968475,787.6867646628442,2991.851731559692,0.007415163593777565,0
Leak_756,15.245963,22.028992,L1598,0.00818,L1598_1,L1598,63,1908.7121304000195,145.82954469012742,2054.541675090147,0.010722095329729531,0
Leak_784,28.791777,21.800138,L1623,0.00419,L1623,L1623,75,2134.321371464407,158.21116255773387,2292.532534022141,0.009509194809664672,0
Leak_1204,4.38417,21.69078,L1940,0.02779,L1940,L1940,40,1102.2447005027493,130.22511853426008,1232.4698190370093,0.017599441629001948,0
Leak_317,21.56361,21.654755,L1261,0.00567,L1261,L1261,110,2047.6826463925072,228.02673283903601,2275.709379231543,0.009515606358305825,0
Leak_3514,13.205996,21.144566,L927,0.00882,L927,L927,110,1874.8126554816927,231.86828107433905,2106.6809365560316,0.010036909346529801,0
Leak_271,21.970963,21.108963,L1224,0.00541,L1224_1,L1224,75,2062.644169925897,159.77075456791007,2222.414924493807,0.009498209708748801,0
Leak_1962,34.952034,21.059874,L2580,0.00332,L2580,L2580,160,2186.9518770362806,370.65220714064804,2557.6040841769286,0.008234219561668385,0
Leak_1784,19.436525,20.909151,L2418,0.00603,L2418,L2418,63,2027.14568549008,144.15728866866246,2171.3029741587425,0.009629771306038775,0
Leak_1846,43.125114,20.877525,L2478,0.00261,L2478_1,L2478,110,2230.8635158416814,221.28114295691236,2452.144658798594,0.008513986014111663,0
Leak_840,27.722029,20.544426,L1683,0.00413,L1683,L1683,63,2137.91004501019,142.0818397072602,2279.9918847174504,0.009010745214517047,0
Leak_2541,27.473576,20.411596,L3068,0.00415,L3068_3,L3068,100,2136.7131505467128,203.02958766468615,2339.742738211399,0.008723863510661555,0
Leak_740,21.32809,20.099592,L1588,0.00526,L1588_3,L1588,125,2071.32549345746,265.79036887755785,2337.115862335018,0.008600169350945552,0
Leak_3246,26.133347,20.032122,L711,0.00418,L711,L711,60,2134.9190651216245,138.6928917914684,2273.611956913093,0.0088107038658976,0
Leak_3504,20.104902,20.030863,L920,0.00545,L920_1,L920,110,2060.335301663161,227.6826579755784,2288.0179596387393,0.008754679011081828,0
Leak_1882,67.064606,19.78657,L2504,0.00159,L2504_1,L2504,75,2295.4955298549908,152.29763308951314,2447.793162944504,0.008083432005151618,0
Leak_3291,29.771732,19.783138,L762,0.00362,L762,L762,63,2168.6584213484575,141.35905724926522,2310.017478597723,0.008564064323511386,0
Leak_1548,58.45428,19.626816,L2216,0.00181,L2216_1,L2216,63,2281.398740079493,137.5579815970157,2418.956721676509,0.008113752354484315,0
Leak_2507,2.9695268,19.551197,L3045,0.04363,L3045,L3045,75,707.3913270212056,172.5105817054973,879.9019087267029,0.022219746153630114,0
Leak_1777,26.395346,19.482765,L2413,0.00401,L2413,L2413,110,2145.105504363651,225.01495033985603,2370.120454703507,0.008220158245160212,0
Leak_2719,7.55572,19.297026,L3208,0.01528,L3208,L3208,110,1564.597711124954,236.64614955187824,1801.2438606768324,0.010713166663225141,0
Leak_216,19.800608,19.177805,L1178,0.00548,L1178,L1178,75,2058.6053466925728,159.8492137981016,2218.4545604906743,0.008644668810641628,0
Leak_1898,50.872116,19.059898,L2520,0.00203,L2520,L2520,75,2267.3885196217702,153.78858807277544,2421.1771076945456,0.007872161981001775,0
Leak_1845,44.019524,18.861416,L2478,0.00231,L2478,L2478,110,2249.681695076775,220.2195118374407,2469.901206914216,0.0076365061931370605,0
Leak_649,14.284529,18.783253,L1530,0.00742,L1530,L1530,63,1949.7647755060416,145.29480307156774,2095.0595785776095,0.008965498121450508,0
Leak_958,23.488192,18.716278,L1790,0.00445,L1790,L1790,63,2118.8399326915096,142.4910770226551,2261.331009714165,0.008276664493508909,0
Leak_808,6.131224,18.6941,L1645,0.01834,L1645_1,L1645,50,1436.1253204892928,136.133288350461,1572.2586088397538,0.011889964743182305,0
Leak_3342,37.152832,18.558664,L80,0.00272,L80_1,L80,75,2224.003026789474,155.5742795239406,2379.5773063134147,0.0077991432649236435,0
Leak_2859,26.937937,18.490952,L393,0.00373,L393,L393,32,2161.9892292387713,116.68051762266116,2278.6697468614325,0.008114800998940188,0
Leak_318,19.734442,18.476273,L1261,0.00531,L1261_1,L1261,110,2068.427666718649,227.45639231205098,2295.8840590307,0.008047563425658487,0
Leak_3579,17.288359,18.472252,L99,0.00589,L99,L99,60,2035.1076919141801,140.5278204317771,2175.635512345957,0.008490508537513012,0
Leak_3341,36.610683,18.419046,L80,0.00274,L80,L80,75,2222.7579337530606,155.61898978403352,2378.376923537094,0.007744376519843184,0
Leak_173,24.110151,18.399235,L1147,0.00415,L1147,L1147,63,2136.7131505467128,142.10833151237392,2278.8214820590865,0.008074013219808435,0
Leak_144,21.318869,18.278006,L1122,0.00466,L1122,L1122,200,2106.4177110099117,539.6887436627806,2646.106454672692,0.006907509547735285,0
Leak_1870,51.327194,18.148443,L2495,0.00191,L2495_1,L2495,110,2275.0197583492936,218.5662880122995,2493.586046361593,0.007278049718206598,0
Leak_1829,39.48632,17.8426,L2461,0.00245,L2461,L2461,110,2240.880205023178,220.73110500897795,2461.611310032156,0.007248341684187882,0
Leak_2921,20.00329,17.600945,L440,0.00481,L440,L440,32,2097.5893092451233,117.83020310308214,2215.4195123482054,0.00794474564340506,0
Leak_535,53.017113,17.461952,L1444,0.00178,L1444_1,L1444,75,2283.3159201240483,152.98652708244572,2436.302447206494,0.007167399199346054,0
Leak_3358,27.40256,17.357096,L814,0.00345,L814,L814,60,2179.0058427597314,137.66593125130274,2316.6717740110344,0.007492255015621871,0
Leak_2266,20.846592,17.198845,L2849,0.00463,L2849,L2849,110,2108.1878452394526,226.26493144017942,2334.452776679632,0.007367398938834156,0
Leak_536,51.23433,16.967531,L1444,0.00179,L1444_2,L1444,75,2282.6766811640446,153.02071721784495,2435.6973983818893,0.006966190141474758,0
Leak_1422,12.248033,16.96626,L2117,0.00799,L2117,L2117,63,1918.8935374633593,145.70066792771982,2064.594205391079,0.008217721848551058,0
Leak_490,50.92042,16.929306,L1396,0.0018,L1396,L1396,75,2282.0376211658936,153.0547168779642,2435.092338043858,0.006952223439655259,0
Leak_1869,50.496002,16.825457,L2495,0.0018,L2495,L2495,110,2282.0376211658936,218.05055555216816,2500.0881767180617,0.006729945277910141,0
Leak_1092,13.729884,16.68313,L1871,0.00695,L1871,L1871,63,1975.5932586114989,144.93595792907888,2120.5292165405776,0.007867437116239792,0
Leak_1050,3.847482,16.64619,L1846,0.02714,L1846,L1846,125,1122.489220369542,282.4675543583833,1404.9567747279252,0.011848187035173477,0
Leak_3429,33.48406,16.64617,L87,0.00271,L87_1,L87,63,2224.625834826031,139.77135993894203,2364.3971947649734,0.007040344024824583,0
