element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb,iter
L1950,pipe,0.075,426.22200000000004,8.943140302394776,0.9097498280749425,0.6685452624163438,0.36992259921947546,0.7186613197179804,0.7347796004629397,0.2867206762944699,137993.6565046127,16848.021484375,0.7354197592301898,,0.05685969760522447,0.00013340394818949858,1
L244,pipe,0.075,51.08525,8.99345432155365,0.9040490447676076,0.6491722437477985,0.36609262106085827,0.7061350101915073,0.7294383921233164,0.28214159915463194,145752.44203749538,16847.611328125,0.7192366091662392,,0.006545678446350678,0.0001281324540126686,1
L2435,pipe,0.075,133.304,8.985283199749981,0.9083052382629698,0.6681930257132793,0.37010993603776027,0.7144165641113482,0.7347836889246717,0.2867206762944699,138026.6692504178,16846.357421875,0.7301599281435147,,0.014716800250019091,0.00011040028993892974,1
L277,pipe,0.075,85.72675000000001,8.990894744653787,0.90472626176219,0.6681930257132793,0.36516256614596193,0.7110281854740034,0.7289842583740083,0.2867206762944699,138030.64180642768,16847.009765625,0.7253196653926852,,0.009105255346213426,0.000106212533966509,1
L984,pipe,0.05,119.53249999999998,8.987754869824474,0.9042566128247707,0.6681930257132793,0.36399525891898765,0.7124866264869288,0.7279043803150003,0.2867206762944699,138032.1743820361,16847.478515625,0.7272574973133881,,0.012245130175525532,0.00010244184782821018,1
L2836,pipe,0.125,150.34375,8.985678274592262,0.9026778376021067,0.6491722437477985,0.3632257545987045,0.7096242081351286,0.7267157386906858,0.28214159915463194,145762.65985970726,16847.82421875,0.7239681479921143,,0.014321725407738128,9.525986552642281e-05,1
Leak_1815,leak,,447.82745090058273,8.965136358745182,0.9075777017393784,0.6681930257132793,0.36274628641904505,0.7175541526274228,0.7331493001392173,0.2867206762944699,138023.1044902173,16847.396484375,0.7344731855912404,75.0,0.03486364125481778,7.785061229432644e-05,1
Leak_2651,leak,,1255.0333020411367,8.903184416663061,0.9095254868414432,0.649524480450863,0.37004742111531247,0.7213744941826745,0.7386098601117094,0.2824938358576964,145697.63569996456,16844.267578125,0.7406699353668453,150.0,0.09681558333693907,7.714184410842487e-05,1
L2848,pipe,0.2,243.15200000000004,8.981624384289653,0.9024912360153642,0.6674885523071504,0.36173188240715676,0.7114791603520512,0.725064471896543,0.2863684395914054,138110.83470628975,16847.95703125,0.7259797151786664,,0.018375615710347404,7.55725460220249e-05,1
L2310,pipe,0.125,198.8075,8.985855367037537,0.9027113839547796,0.6491722437477985,0.363291013759555,0.7096769942832846,0.7267803678357571,0.28214159915463194,145741.14299727348,16847.82421875,0.7240393821604565,,0.014144632962462822,7.114738107195565e-05,1
Leak_508,leak,,811.221719831869,8.946006568866359,0.909393398077794,0.6681930257132793,0.36612118133858135,0.7179281849844299,0.7352736753383988,0.2867206762944699,138018.52880504206,16847.068359375,0.7344671523715559,110.0,0.05399343113364097,6.655816753135192e-05,1
